SampleID,A2,ASF356,Acetatifactor,Acetatifactor-muris,Acidovorax,Acinetobacter,Acinetobacter-sp.-CIP-56.2,Acutalibacter-muris,Adlercreutzia-mucosicola,Adlercreutzia-muris,Akkermansia,Akkermansia-muciniphila,Akkermansia-sp.-KLE1798,Alistipes,Alistipes-finegoldii,Alistipes-inops,Alistipes-obesi,Alistipes-shahii,Alistipes-sp.-N15.MGS-157,Alistipes-sp.-cv1,Allobaculum,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Alteromonas,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerotruncus,Anaerotruncus-sp.-G3(2012),Anaerovoracaceae,Anaerovorax,Anoxybacillus,Arcobacteraceae,Asticcacaulis,Atopobiaceae,Bacilli,Bacillus,Bacteria,Bacteroidales,Bacteroides,Bacteroides-acidifaciens,Bacteroides-caccae,Bacteroides-caecimuris,Bacteroides-coprocola-DSM-17136,Bacteroides-faecichinchillae,Bacteroides-nordii,Bacteroides-sartorii,Bacteroides-sp.-Smarlab-3302398,Bacteroides-stercorirosoris,Bacteroides-uniformis,Bacteroides-vulgatus-ATCC-8482,Bacteroides-xylanisolvens,Bifidobacterium,Bifidobacterium-choerinum,Bilophila,Blautia,Bosea,Brachybacterium,Bradyrhizobium,Brevinema,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiales,Burkholderiales-bacterium-YL45,Butyricicoccus,Butyricimonas,Butyricimonas-sp.-AT11,Butyricimonas-synergistica,Butyricimonas-virosa,Candidatus-Arthromitus,Candidatus-Gastranaerophilales-bacterium-Zag_111,Candidatus-Saccharimonas,Candidatus-Soleaferrea,Candidatus-Stoquefichus,Caproiciproducens,Catenibacterium,Cellulosimicrobium,Cetobacterium,Chloroplast,Christensenella-minuta,Christensenella-sp.-Marseille-P2437,Christensenellaceae,Christensenellaceae-R-7-group,Clostridia,Clostridia-UCG-014,Clostridia-vadinBB60-group,Clostridiales-bacterium-CIEAF-012,Clostridiales-bacterium-CIEAF-020,Clostridiales-bacterium-CIEAF-021,Clostridiales-bacterium-CIEAF-026,Clostridium-isatidis,Clostridium-sensu-stricto-1,Clostridium-sp.-ASF356,Clostridium-sp.-Clone-44,Clostridium-sp.-Clone-47,Clostridium-sp.-Clone-49,Clostridium-sp.-Culture-27,Clostridium-sp.-Culture-41,Clostridium-sp.-Culture-54,Clostridium-sp.-ND2,Colidextribacter,Collinsella,Coprococcus,Coriobacteriaceae-UCG-002,Corynebacterium,Corynebacterium-propinquum,Corynebacterium-tuberculostearicum,DNF00809,Defluviitaleaceae-UCG-011,Desmonostoc-PCC-7422,Desulfovibrio,Desulfovibrio-fairfieldensis,Desulfovibrionaceae,Devosia,Dialister,Dialister-invisus-DSM-15470,Dialister-sp.-Marseille-P5638,Dielma,Dorea-sp.-5-2,Dubosiella,Dubosiella-newyorkensis,Dyadobacter-fermentans,Eggerthella,Eisenbergiella,Elizabethkingia,Endozoicomonas,Enterobacterales,Enterobacteriaceae,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Erysipelatoclostridium-ramosum,Erysipelotrichaceae,Erysipelotrichaceae-UCG-003,Escherichia-Shigella,Ethanoligenenaceae,Eubacterium-plexicaudatum,Eubacterium-sp.-14-2,Faecalibacterium,Faecalibaculum,Faecalibaculum-rodentium,Faecalitalea,Family-XIII-AD3011-group,Family-XIII-UCG-001,Firmicutes,Flavobacterium,Flavonifractor,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,Gastranaerophilales,Harryflintia,Helicobacter,Helicobacter-ganmani,Helicobacter-hepaticus,Helicobacter-mastomyrinus,Holdemanella,Incertae-Sedis,Intestinimonas,Klebsiella,Lachnoclostridium,Lachnospiraceae,Lachnospiraceae-AC2044-group,Lachnospiraceae-FCS020-group,Lachnospiraceae-NC2004-group,Lachnospiraceae-NK4A136-group,Lachnospiraceae-UCG-001,Lachnospiraceae-UCG-006,Lachnospiraceae-UCG-010,Lachnospiraceae-bacterium-10-1,Lachnospiraceae-bacterium-28-4,Lachnospiraceae-bacterium-3-2,Lachnospiraceae-bacterium-595,Lachnospiraceae-bacterium-A4,Lachnospiraceae-bacterium-COE1,Lachnospiraceae-bacterium-DW59,Lactobacillales,Lactobacillus,Lactobacillus-intestinalis,Lactobacillus-mucosae-LM1,Lactobacillus-murinus,Lactococcus,Lactococcus-raffinolactis,Leuconostoc,Lysinibacillus,Lysobacter,Malacoplasma-muris,Marvinbryantia,Megamonas,Megasphaera,Methyloprofundus,Micrococcaceae,Monoglobus,Morganella,Mucilaginibacter,Mucispirillum,Mucispirillum-schaedleri,Muribaculaceae,Muribaculum,Muribaculum-intestinale,NK4A214-group,Negativibacillus,Nostoc-PCC-73102,Nostocaceae,Odoribacter,Oscillibacter,Oscillospiraceae,Oscillospirales,Oxalobacter-formigenes,Paenarthrobacter,Paludicola,Parabacteroides,Parabacteroides-distasonis,Parabacteroides-goldsteinii,Parabacteroides-merdae,Parabacteroides-sp.,Parabacteroides-sp.-CT06,Paraprevotella,Parasutterella,Parasutterella-excrementihominis,Parvibacter,Pasteurellaceae-bacterium,Pedobacter,Peptococcaceae,Peptococcus,Peptoniphilus,Peptostreptococcaceae,Porphyromonas,Prevotella,Prevotellaceae,Prevotellaceae-UCG-001,Proteus,Providencia,Providencia-alcalifaciens,Pseudarthrobacter,Pseudomonas,RF39,Rhizobiaceae,Rhodococcus,Rhodospirillales,Rickettsia,Rikenella,Rikenella-sp.-Marseille-P3215,Rikenellaceae,Rikenellaceae-RC9-gut-group,Rikenellaceae-bacterium-DTU002,Romboutsia,Roseburia,Ruminiclostridium,Ruminococcaceae,Ruminococcus,Ruminococcus-sp.-N15.MGS-57,Shewanella,Sphingobium,Sphingomonas,Sphingopyxis,Streptococcus,Streptococcus-danieliae,Streptococcus-respiraculi,Streptomyces-sp.-Q1,Subdoligranulum,Subgroup-2,Tannerellaceae,Turicibacter,Turicimonas-muris,Tuzzerella,Tyzzerella,UBA1819,UCG-003,UCG-005,UCG-007,UCG-009,UCG-010,Vagococcus,Vagococcus-fluvialis,Veillonella,Verrucomicrobiaceae-bacterium-CHC8,Vibrio,Victivallis-vadensis,Wolbachia,Xanthobacteraceae,[Acetivibrio]-ethanolgignens-group,[Clostridium]-aldenense,[Clostridium]-cocleatum,[Clostridium]-innocuum-group,[Clostridium]-leptum,[Clostridium]-methylpentosum-group,[Eubacterium]-brachy-group,[Eubacterium]-coprostanoligenes-group,[Eubacterium]-fissicatena-group,[Eubacterium]-hallii-group,[Eubacterium]-nodatum-group,[Eubacterium]-oxidoreducens-group,[Eubacterium]-ventriosum-group,[Eubacterium]-xylanophilum-group,[Ruminococcus]-gnavus-group,[Ruminococcus]-torques-group,bacterium-enrichment-culture-clone-M153,gut-metagenome,human-gut-metagenome,marine-metagenome,metagenome,mouse-gut-metagenome
sample299,1085899.809,485189.2765,511374.0946,0,0,0,0,0,0,0,0,3941585.265,0,172511.7427,0,0,0,24644.53468,0,20023.68443,0,1785188.481,0,0,0,0,0,0,161729.7588,0,0,0,0,0,0,0,0,0,0,0,2952723.311,18523448.38,0,0,0,0,0,0,0,0,3353197,0,3080.566835,0,0,0,596089.6825,0,0,0,0,0,0,0,20023.68443,0,0,0,0,0,0,452843.3247,0,0,0,0,0,0,0,0,0,43127.93568,0,0,247985.6302,660781.586,69312.75378,75473.88745,0,0,0,0,0,0,0,0,18483.40101,0,40047.36885,0,882582.3981,0,0,0,0,0,0,0,0,7701.417087,1349288.274,244905.0634,21563.96784,0,0,0,0,0,90876.72162,0,0,0,0,21563.96784,0,0,0,0,0,0,9241.700504,0,23104.25126,0,357345.7528,0,0,0,6161.133669,9694543.829,0,0,101658.7055,3080.566835,0,0,0,0,0,0,446682.191,0,9241.700504,0,0,0,266469.0312,0,130924.0905,203317.4111,0,614573.0835,5053669.892,0,292653.8493,0,3347035.866,35426.5186,426658.5066,0,0,2866467.44,1540.283417,2393600.431,0,0,597629.9659,0,8506985.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27725.10151,0,0,0,596089.6825,15732454.82,0,0,0,58530.76986,0,0,0,981160.5368,2313505.693,64691.90353,0,0,0,3878433.645,0,16274634.59,0,0,0,0,12376177.26,0,0,0,0,126303.2402,36966.80202,0,0,0,0,0,7701.417087,107819.8392,0,0,0,0,27725.10151,0,0,0,0,2082463.18,0,0,7701.417087,0,0,1313861.755,0,1141350.012,0,0,0,0,0,0,0,0,0,0,0,0,92417.00504,0,0,49289.06935,0,0,0,0,0,103198.989,7701.417087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4620.850252,0,0,9241.700504,0,0,46208.50252,0,0,0,143246.3578,0,0,0,56990.48644
sample300,0,50808.38635,22682.31533,0,0,0,0,0,0,0,90729.26134,37590947.56,0,33569.82669,0,0,0,19053.14488,0,33569.82669,0,3009489.599,0,0,0,0,0,0,202326.2528,0,0,0,0,0,0,0,0,0,0,0,2126693.886,21152619.99,0,0,0,0,0,0,0,0,1087843.843,0,1814.585227,11794.80397,0,0,224101.2755,0,0,0,0,0,0,0,8165.63352,0,0,0,0,0,0,34477.11931,0,0,0,0,0,0,6351.048293,0,0,8165.63352,0,0,495381.7669,2676513.209,50808.38635,0,0,0,0,0,0,29940.65624,0,0,0,0,0,0,477235.9146,0,0,0,0,0,0,0,0,0,572501.639,76212.57952,10887.51136,0,0,0,0,0,234988.7869,0,8165.63352,0,0,0,0,0,0,5443.75568,7258.340907,18145.85227,34477.11931,0,6351.048293,3629.170453,259485.6874,0,0,0,0,10422977.54,0,0,11794.80397,0,0,0,0,0,0,0,37198.99715,0,0,0,4536.463067,0,267651.3209,0,62603.19032,99802.18747,0,63510.48293,1310130.534,0,76212.57952,0,1133208.474,0,282168.0028,0,6351.048293,778457.0623,0,229545.0312,0,0,788437.281,0,717668.4572,0,0,63510.48293,0,0,0,0,0,0,177829.3522,0,0,0,0,39013.58237,0,0,0,161498.0852,11398317.1,0,0,22682.31533,34477.11931,2721.87784,0,0,137908.4772,792066.4515,39013.58237,0,7258.340907,8165.63352,1506105.738,0,10933783.28,0,0,0,0,11416462.95,0,0,0,0,56252.14203,4536.463067,0,0,0,0,0,0,6351.048293,0,0,0,0,29940.65624,0,0,0,0,1359124.335,0,0,9072.926134,0,0,257671.1022,0,654157.9742,0,7258.340907,0,6351.048293,0,0,15423.97443,0,0,0,3629.170453,0,95265.7244,0,0,247690.8834,0,0,0,0,0,11794.80397,9072.926134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6351.048293,0,37198.99715,0,0,71676.11646,0,0,0,5443.75568,0,0,0,23589.60795
sample301,374440.6539,200110.9068,51562.31955,2455.34855,0,0,0,0,0,0,0,2558473.189,0,33147.20542,0,0,0,73660.4565,0,25781.15977,0,4729001.307,0,0,0,0,0,0,225892.0666,0,0,0,0,0,0,0,0,0,0,0,212387.6496,6129777.655,0,0,0,0,0,0,0,0,267632.9919,0,0,304463.2202,0,0,319195.3115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36830.22825,0,0,0,0,0,23325.81122,0,0,0,33147.20542,0,2455.34855,2522870.635,1042295.459,18415.11412,396538.7908,0,0,0,0,0,0,0,0,9821.394199,0,24553.4855,0,767296.4218,0,0,0,0,0,0,0,0,0,1220308.229,243079.5064,0,0,0,0,0,0,104352.3134,0,85937.19925,0,0,0,0,0,0,14732.0913,11049.06847,13504.41702,8593.719925,0,0,0,131361.1474,0,0,0,0,28747220.82,0,0,38057.90252,0,0,0,0,0,0,0,62611.38802,0,0,0,0,0,141182.5416,0,62611.38802,238168.8093,0,322878.3343,2822423.158,0,103124.6391,0,15883649.77,0,563502.4922,0,0,471426.9216,2455.34855,578234.5835,0,0,31919.53115,0,3098649.87,0,0,0,0,0,0,7366.04565,0,0,0,0,0,0,0,0,0,0,0,39285.5768,34599544.09,0,0,18415.11412,1227.674275,0,0,0,1184705.675,1287830.314,0,0,9821.394199,0,200110.9068,0,10075522.77,0,0,0,0,12271832.05,0,0,0,0,212387.6496,14732.0913,0,0,0,0,0,18415.11412,0,0,0,0,0,6138.371375,0,0,0,0,977228.7228,0,0,8593.719925,0,0,627341.5545,0,354797.8655,0,11049.06847,0,0,0,0,11049.06847,0,0,0,0,0,189061.8383,0,0,62611.38802,0,0,0,0,0,40513.25107,12276.74275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6138.371375,0,23325.81122,0,12276.74275,0,0,0,0,0,0,7366.04565,0,0,0,173102.0728
sample302,1868513.739,703674.3228,657955.3696,1987.780573,0,0,0,0,0,0,0,168961.3487,0,27828.92802,0,0,0,27828.92802,0,37767.83089,0,10666430.55,0,0,0,0,0,0,3085035.449,0,0,0,0,0,0,0,0,0,0,0,457189.5318,17166473.03,0,0,0,0,0,0,0,0,445262.8483,0,0,123242.3955,0,0,306118.2082,0,0,0,0,0,0,0,41743.39203,0,0,0,0,0,0,37767.83089,0,0,0,0,0,0,0,0,0,51682.2949,0,0,763307.74,1999707.256,41743.39203,29816.70859,0,0,0,0,0,236545.8882,0,0,0,0,69572.32005,0,2695430.457,0,0,0,0,0,0,0,5963.341719,0,2874330.708,741442.1537,0,0,0,0,0,0,23853.36688,0,17890.02516,0,0,0,0,0,0,0,0,0,45718.95318,0,0,0,216668.0824,0,0,0,0,12966292.68,0,0,41743.39203,0,0,0,0,0,0,0,252448.1328,0,41743.39203,0,0,0,7718551.965,0,524774.0713,153059.1041,0,659943.1502,11537078.45,0,280277.0608,0,33981108.89,49694.51432,409482.798,0,0,274313.7191,0,3572041.69,0,0,252448.1328,0,361776.0643,0,0,0,15902.24458,0,7951.122292,0,0,0,0,0,0,0,5963.341719,23853.36688,0,0,0,423397.262,65238958.4,0,0,143120.2013,29816.70859,0,0,0,4080913.516,9761990.394,0,0,0,7951.122292,343886.0391,0,28860586.14,0,0,0,0,6969158.689,0,0,0,0,753368.8371,77523.44234,0,0,0,0,0,55657.85604,0,0,0,0,0,3975.561146,0,0,0,0,832880.0601,0,0,0,0,0,1934110.497,0,3711186.33,0,33792.26974,0,0,0,0,39755.61146,0,0,0,15902.24458,0,1003829.189,0,0,186851.3739,0,0,0,7951.122292,0,198778.0573,23853.36688,0,0,0,0,0,0,0,0,0,0,0,0,19877.80573,0,7951.122292,0,0,0,0,202753.6184,0,53670.07547,0,0,0,331959.3557,0,0,0,103364.5898
sample303,2704690.1,398273.0477,356662.4308,5944.373847,0,0,0,0,0,0,0,2038920.229,0,0,0,0,0,326940.5616,0,130776.2246,0,14385384.71,0,0,0,0,0,0,2995964.419,0,0,0,0,0,0,0,0,0,0,0,1212652.265,23052281.78,0,0,0,0,0,0,0,0,1171041.648,0,0,178331.2154,0,0,873822.9555,0,0,0,0,0,0,0,77276.86001,0,0,0,0,0,0,481494.2816,0,0,0,0,0,0,0,0,0,95109.98155,0,0,13291619.92,1016487.928,59443.73847,0,0,0,0,0,0,35666.24308,0,0,0,5944.373847,77276.86001,0,2478803.894,0,0,0,0,0,0,0,0,0,13725559.21,1052154.171,0,0,0,0,0,0,95109.98155,0,0,0,0,0,0,0,0,0,0,0,71332.48616,0,0,0,546882.3939,0,0,0,0,18689111.37,0,0,83221.23385,17833.12154,0,0,0,0,0,0,493383.0293,0,0,0,0,0,659825.497,0,451772.4124,398273.0477,0,826267.9647,16026031.89,0,499327.4031,0,71582149.86,0,2663079.483,0,0,802490.4693,0,3257516.868,0,0,707380.4878,0,760879.8524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41610.61693,162697512.2,0,0,124831.8508,71332.48616,0,0,0,5308325.845,9665551.875,29721.86923,0,0,0,624159.2539,0,37081004.06,0,0,0,0,7650409.141,0,0,0,0,903544.8247,71332.48616,0,0,0,0,0,77276.86001,0,0,0,0,0,17833.12154,0,0,0,0,2050808.977,0,0,0,0,0,2770078.213,0,2883021.316,0,0,0,0,0,0,136720.5985,0,0,0,0,0,778712.9739,0,0,766824.2262,0,0,0,0,0,148609.3462,0,0,0,0,0,0,0,0,0,0,0,0,0,17833.12154,0,0,517160.5247,0,0,77276.86001,433939.2908,0,0,0,0,0,315051.8139,0,0,0,285329.9446
sample304,93144.63503,127015.4114,105846.1762,0,0,0,0,76209.24684,0,0,0,3336271.473,0,0,0,0,0,110080.0232,0,46572.31751,0,16774502,0,0,0,0,0,38104.62342,478424.7163,0,0,0,0,0,0,0,0,0,0,0,812898.633,23908534.27,0,0,0,0,0,0,0,0,825600.1741,0,0,173587.7289,0,0,406449.3165,0,0,0,165120.0348,0,0,0,0,0,0,0,0,0,0,50806.16456,0,0,0,0,0,0,0,0,0,110080.0232,0,0,15754144.86,5584444.255,80443.09389,0,0,0,0,0,0,0,0,0,0,0,0,0,1435274.149,0,0,0,0,0,0,0,0,0,474190.8692,190523.1171,0,0,0,0,0,0,156652.3407,0,21169.23523,0,0,0,0,0,0,71975.3998,25403.08228,16935.38819,21169.23523,0,0,0,397981.6224,0,0,0,0,22570638.61,0,0,29636.92933,0,0,0,0,0,0,0,279433.9051,0,0,0,0,0,1066929.456,0,0,0,0,563101.6572,5177994.938,0,190523.1171,0,41855811.9,0,800197.0918,0,0,169353.8819,0,1117735.62,0,0,630843.21,0,478424.7163,0,0,0,0,0,0,0,0,0,0,0,0,0,29636.92933,0,0,0,0,59273.85866,117861834.1,0,0,114313.8703,46572.31751,0,0,0,846769.4094,5177994.938,50806.16456,0,0,0,791729.3977,0,31224621.97,0,0,0,0,11888642.51,0,0,0,0,478424.7163,46572.31751,0,0,0,0,0,29636.92933,0,0,0,0,0,0,0,0,0,0,3535262.284,0,0,0,0,0,834067.8682,0,474190.8692,0,0,0,50806.16456,0,0,80443.09389,0,0,0,0,0,757858.6214,0,0,304836.9874,0,0,0,0,0,0,38104.62342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50806.16456,0,76209.24684,0,0,0,0,0,0,38104.62342,0,0,0,309070.8344
sample305,0,181904.7132,0,0,0,16877.7569,0,0,0,0,0,3865006.33,0,11251.83793,0,0,0,46882.65805,0,11251.83793,0,14066672.72,0,0,0,0,0,0,609474.5546,0,0,0,0,0,0,0,0,0,0,0,187530.6322,9404661.205,0,0,0,0,0,0,0,0,200657.7764,0,0,168777.569,0,0,251291.0471,0,0,0,28129.59483,0,0,0,0,0,0,0,0,0,0,135022.0552,0,0,0,0,0,0,0,0,0,0,0,5625.918966,4183808.404,1113931.955,22503.67586,0,0,0,0,0,0,22503.67586,0,0,0,166902.2627,93765.3161,0,1550878.328,0,0,0,0,0,0,0,0,0,1646518.951,125645.5236,0,0,0,0,0,0,108767.7667,0,22503.67586,0,0,0,0,0,0,22503.67586,24378.98219,0,9376.53161,0,0,0,172528.1816,0,0,0,0,20949046.92,0,0,48757.96437,0,0,0,0,0,0,0,63760.41495,0,16877.7569,0,0,0,2522287.003,0,120019.6046,232537.9839,0,165026.9563,3120509.72,13127.14425,105017.154,0,21794810.07,0,191281.2448,0,0,538212.9144,0,88139.39713,0,0,37506.12644,0,556965.9776,0,0,0,0,0,0,11251.83793,0,28129.59483,0,0,0,0,11251.83793,0,0,0,0,45007.35173,33954296.27,0,0,22503.67586,63760.41495,0,0,0,624477.0052,2779203.969,45007.35173,0,0,0,538212.9144,0,14520496.85,0,0,0,0,11291219.36,0,0,0,0,292547.7862,16877.7569,0,0,0,0,0,11251.83793,0,0,0,0,0,11251.83793,0,0,0,0,1222699.722,0,0,24378.98219,0,0,671359.6633,0,1633391.806,0,0,0,0,0,0,22503.67586,0,0,0,0,0,330053.9127,0,0,395689.6339,0,0,0,0,0,103141.8477,0,0,0,0,0,0,0,0,0,0,0,0,0,11251.83793,0,0,26254.28851,41256.73908,0,13127.14425,50633.27069,0,35630.82012,0,0,0,20628.36954,0,0,0,161276.3437
sample306,0,75629.88036,0,0,0,0,0,0,0,0,0,39055270.22,0,0,0,0,0,40335.93619,0,80671.87238,0,7956263.413,0,0,0,0,0,0,363023.4257,0,0,0,0,0,0,0,0,0,0,0,549577.1306,78831545.29,0,0,0,0,0,0,0,0,539493.1465,0,0,70587.88833,0,0,115965.8165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196637.6889,0,0,0,0,0,0,0,0,0,15125.97607,0,0,5152915.848,1275623.982,0,0,0,0,0,0,0,0,0,5041.992024,317645.4975,0,0,0,892432.5882,0,0,0,0,0,0,0,0,0,700836.8913,65545.89631,0,0,0,0,0,0,625207.0109,0,0,0,0,0,0,0,0,0,0,30251.95214,0,0,0,0,257141.5932,0,0,0,0,65581190.25,0,0,35293.94417,0,0,0,0,0,0,0,161343.7448,0,0,0,0,0,5092411.944,0,30251.95214,0,0,983188.4446,6347867.958,0,363023.4257,0,1815117.129,0,60503.90428,0,0,1063860.317,0,80671.87238,0,0,1073944.301,0,3912585.81,0,0,0,0,0,0,0,0,40335.93619,0,0,0,0,0,10083.98405,0,0,0,1431925.735,178577273.5,0,0,55461.91226,30251.95214,0,0,0,544535.1386,2127720.634,45377.92821,0,0,0,1028566.373,0,2894103.422,0,0,0,0,33176307.52,0,0,0,0,242015.6171,10083.98405,0,0,0,0,0,55461.91226,0,10083.98405,0,0,0,171427.7288,0,0,0,15125.97607,468905.2582,0,0,30251.95214,0,0,1976460.873,0,443695.2981,0,0,0,0,0,0,0,0,0,0,0,0,171427.7288,0,0,211763.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50419.92024,0,0,0,0,0,0,0,0,0,0,0,0,45377.92821,0,0,0,1436967.727
sample307,0,182886.0356,188345.3202,8188.926966,0,0,0,0,0,0,0,67064582.21,0,10918.56929,0,0,0,0,0,0,0,4877870.83,0,0,0,0,0,0,428553.8446,0,0,0,0,0,0,0,0,0,0,0,3854254.959,162323640,0,0,0,0,0,0,0,0,3821499.251,0,0,103726.4082,0,0,253856.736,0,0,0,21837.13858,0,0,0,32755.70787,0,0,0,0,0,0,46403.91948,0,0,0,0,0,0,0,0,0,0,0,0,7266307.861,152859.97,0,799785.2004,0,0,0,0,0,0,0,0,0,5459.284644,0,0,633277.0187,0,0,0,0,0,0,0,0,0,1086397.644,57322.48876,0,0,0,0,0,0,125563.5468,0,0,0,0,0,0,0,0,35485.35019,24566.7809,0,54592.84644,0,8188.926966,0,1771537.867,0,0,0,0,28530221.55,0,0,21837.13858,0,0,0,0,0,0,0,393068.4944,0,0,0,0,0,1001778.732,0,0,38214.99251,0,335746.0056,11781136.26,0,166508.1816,0,12212419.75,103726.4082,270234.5899,0,0,212912.1011,0,605980.5955,150130.3277,0,147400.6854,0,1700567.167,0,0,0,0,0,0,0,0,40944.63483,0,0,0,0,0,0,0,0,0,76429.98502,86374072,0,0,0,27296.42322,0,0,0,881674.47,737003.427,35485.35019,0,0,0,90078.19663,0,824351.9813,0,0,0,0,30031524.83,0,0,0,0,870755.9007,0,0,0,0,0,0,8188.926966,16377.85393,0,0,0,0,0,0,0,0,0,35485.35019,0,0,46403.91948,0,0,843459.4775,0,169237.824,0,0,0,0,0,0,32755.70787,0,0,0,13648.21161,0,0,0,0,122833.9045,0,0,0,0,0,0,0,0,10918.56929,0,0,0,0,0,0,0,0,0,0,0,0,8188.926966,0,0,0,0,0,0,0,0,0,0,8188.926966,0,0,0,2003557.464
sample309,0,129141.2813,160554.0254,0,0,0,0,52354.5735,0,0,0,33227702.65,0,0,0,0,0,0,0,0,0,540997.2595,0,0,0,0,0,0,600332.4428,0,0,0,0,0,0,0,0,0,0,6980.6098,1385651.045,148362390.4,0,0,0,0,0,0,0,0,1183213.361,0,0,48864.2686,0,0,233850.4283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361108.326,841163.4809,0,146592.8058,0,0,0,0,0,0,0,0,0,0,0,0,565429.3938,0,0,0,0,0,0,0,0,0,834182.8711,55844.8784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13961.2196,0,0,0,0,0,0,9011967.252,0,0,0,0,3919612.403,0,0,0,0,0,0,0,0,0,0,80277.0127,0,0,0,0,0,1047091.47,0,24432.1343,94238.2323,0,188476.4646,3951025.147,0,62825.4882,0,1148310.312,0,122160.6715,0,0,62825.4882,0,244321.343,0,0,55844.8784,0,575900.3085,0,0,0,0,0,0,0,0,0,0,0,0,13961.2196,0,0,0,0,0,45373.9637,20310084.21,0,0,0,0,0,0,13961.2196,984265.9818,383933.539,0,0,0,0,34903.049,0,638725.7967,0,0,0,0,9675125.183,0,0,0,0,910969.5789,0,0,0,0,0,0,38393.3539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181495.8548,0,20941.8294,0,0,0,0,0,0,0,0,0,0,0,0,0,45373.9637,0,0,0,0,0,10470.9147,0,0,0,0,0,0,0,0,0,0,62825.4882,0,0,24432.1343,0,10470.9147,17451.5245,0,0,0,0,0,0,0,0,0,0,0,0,0,111689.7568
sample310,0,41670.21451,37503.19306,4167.021451,0,0,0,0,0,0,0,49383371.22,0,12501.06435,0,0,0,0,0,0,0,3425291.633,0,0,0,0,0,0,708393.6467,0,0,0,0,0,0,0,0,8334.042902,0,0,14172039.95,151946270.2,0,0,0,0,0,0,0,0,20685094.48,0,0,100008.5148,0,0,133344.6864,0,0,0,50004.25741,0,0,0,0,0,0,0,0,0,0,66672.34322,0,0,0,0,0,0,0,0,0,0,0,0,15968026.2,350029.8019,0,62505.32177,0,0,0,0,0,0,0,0,0,4167.021451,50004.25741,0,329194.6946,0,0,0,0,0,0,0,0,0,225019.1584,25002.12871,0,0,0,0,0,0,45837.23596,0,12501.06435,0,0,0,0,0,0,29169.15016,0,0,20835.10726,0,0,0,5212943.835,0,0,0,0,16684753.89,0,0,12501.06435,0,0,0,0,0,0,0,62505.32177,0,0,0,0,0,495875.5527,0,0,0,0,383365.9735,6938090.716,0,270856.3943,0,4033676.765,33336.17161,325027.6732,0,0,195850.0082,0,62505.32177,87507.45047,0,45837.23596,0,654222.3678,0,0,0,0,0,0,37503.19306,0,0,0,0,0,0,0,0,0,0,0,458372.3596,78540020.31,0,0,0,0,0,0,0,500042.5741,825070.2473,0,0,0,0,137511.7079,0,1079258.556,0,0,0,0,18751596.53,0,0,0,8334.042902,416702.1451,0,0,0,0,0,0,20835.10726,12501.06435,0,0,0,0,0,12501.06435,0,0,0,79173.40757,0,0,16668.0858,0,0,237520.2227,0,258355.33,0,0,0,0,0,0,54171.27886,0,0,0,0,0,0,0,0,116676.6006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83340.42902,0,0,0,870907.4833
