,Acetyl.CoA_assimilation,Aerobe,Biotin_prototroph,Carbon_fixation,Coenzyme_A_prototroph,Dissimilatory_sulfate_reduction,Fructose_utilizing,Galactose_utilizing,Glucose_utilizing,Glycine_prototroph,L.alanine_prototroph,L.arabinose_utilizing,L.arginine_prototroph,L.asparagine_prototroph,L.aspartate_prototroph,L.cysteine_prototroph,L.glutamate_prototroph,L.glutamine_prototroph,L.histidine_prototroph,L.isoleucine_prototroph,L.leucine_prototroph,L.lysine_prototroph,L.methionine_synthesis_with_homocysteine_as_intermediate,L.methionine_synthesis_with_methanethiol,L.phenylalanine_prototroph,L.proline_prototroph,L.selenocysteine_synthesis,L.serine_prototroph,L.threonine_prototroph,L.tryptophan_prototroph,L.tyrosine_prototroph,L.valine_prototroph,Lactose_utilizing,Maltose_utilizing,Nitrogen_fixer,Sucrose_utilizing,Sulfur_reducer,Trehalose_utilizing,Use_of_nitrate_as_electron_acceptor,Xylose_utilizing,IsAcetateProducer,IsButyrateProducer,IsPropionateProducer
sample253,58406.02006214201,16239853.47625824,53042.20189316978,4767.838372419757,53042.20189316978,128135.65625878092,63173.858434561764,53042.20189316978,80457.27253458338,44080453.6924103,5698162.83483816,53042.20189316978,54830.14128282719,42577988.625301525,36455488.17531802,16516984.08165514,44116808.46,37711813.586450614,532209.9583213553,2093081.0454922728,2019179.5507197664,2832095.993217335,68537.676603534,68537.676603534,63173.858434561764,1519152.501412245,2299290.0550994272,2270087.045068356,463076.3019212687,343284.3628142224,63173.858434561764,2106192.601016427,0.0,231836.14085891063,0.0,59597.97965524695,2007855.9345852698,53042.20189316978,89396.96948287042,0.0,10243104.763347294,5974697.460438507,7189304.28581244
sample254,70026.00253048002,14308842.668329012,70026.00253048002,3530.7228166628583,70026.00253048002,168297.78759426295,84737.34759990861,70026.00253048002,88856.5242193486,43744478.79084724,9107499.50558184,70026.00253048002,70026.00253048002,41709017.08704112,36164016.903472096,18058470.299624965,43776843.749999985,38296573.484736465,268334.9340663772,1691804.6829842862,1574702.3762316348,2522112.9987028344,82383.53238880003,82383.53238880003,85325.80140268574,1408169.9500457032,1925420.842686812,1813026.1663563775,629645.5689715431,223612.44505531434,85325.80140268574,1711223.658475932,0.0,159470.98055260573,3530.7228166628583,65906.82591104002,1527626.0720094633,65906.82591104002,95917.96985267432,4119.176619440002,10362083.01310271,7578696.525966827,8062994.005652413
sample255,50465.16012835803,20852086.804200042,50465.16012835803,0.0,50465.16012835803,400200.45590163005,48117.943378201846,50465.16012835803,50465.16012835803,51645810.15368659,10871134.378348384,50465.16012835803,50465.16012835803,50205792.677465774,45134630.88875335,21800362.371263128,51659306.64999999,46910300.36024649,424259.427590731,1681780.8014869085,1655374.6130476515,3404637.8961015493,50465.16012835803,50465.16012835803,50465.16012835803,2266237.7722757994,3466252.33579315,1867210.9247492473,203621.05307604928,340933.2329601863,50465.16012835803,1728138.332302493,0.0,52225.57269097518,0.0,57506.810378826594,1664176.675860737,48117.943378201846,63961.65644175612,2347.216750156188,12457852.901453968,8634823.61963708,9615373.417014824
sample256,202171.27841080795,91712243.56999378,183792.07128255267,0.0,183792.07128255267,257308.8997955737,211360.8819749356,183792.07128255267,266498.50335970137,206714618.41291264,14866940.646045687,183792.07128255267,213198.8026877611,206249624.47256777,129325290.95796816,65865564.5855284,206784459.4,158651153.85181227,5399811.054281398,6131303.497985957,5894211.7260314645,16984225.30722069,224226.32696471427,224226.32696471427,224226.32696471427,18419641.383937426,6881175.14881877,8338646.274089416,9634380.376631413,5462300.358517465,224226.32696471427,6495211.7991254125,0.0,1012694.3127668651,0.0,170926.626292774,6043083.3037703335,170926.626292774,253633.05836992268,14703.365702604216,85042429.30314994,4104076.9517394,9922933.928545019
sample257,239311.09706629426,104496428.35001671,216617.80337897324,0.0,216617.80337897324,220743.85677666796,212491.74998127852,216617.80337897324,270256.49754900474,203839416.0063127,17459394.95234524,216617.80337897324,231058.9902709048,202281830.8486829,136304173.99284536,66056051.870393746,203862109.3,162863579.71380627,757130.798476983,1668988.599367518,1468875.0095793235,16450574.896608884,239311.09706629426,239311.09706629426,239311.09706629426,17597617.74116802,12534950.222196586,3894994.407423824,13904799.950231235,816958.5727435566,239311.09706629426,1902110.61633727,0.0,1155294.951354524,0.0,212491.74998127852,1485379.2231701023,189798.4562939575,239311.09706629426,26819.347085015743,71110467.28256978,4449948.589413764,7123631.19111995
sample258,102926.63955078977,68030832.79165952,102926.63955078977,3675.951412528208,102926.63955078977,160516.54501373167,121306.3966134308,102926.63955078977,148263.37363863765,140075804.52579984,7476885.173082371,102926.63955078977,116405.12806339319,139529313.08247066,95785491.273385,53706875.45417461,140095409.6,122432463.06280196,2499646.9605191797,2990999.1326604504,2908902.8844473204,9024460.717756746,121306.3966134308,121306.3966134308,117630.4452009026,8878647.978393128,2421226.663718579,3599981.750002623,5273764.959840467,2475140.6177689927,117630.4452009026,3199303.0460370486,0.0,295301.4301397659,3675.951412528208,110278.54237584618,3038786.5010233163,102926.63955078977,122531.71375094021,0.0,43876156.05993667,4723597.565098746,7173006.522980039
sample259,157872.53215657355,104282174.8742508,157872.53215657355,0.0,157872.53215657355,448357.99132466887,197866.90696957218,157872.53215657355,197866.90696957218,219701730.65037405,13873838.125919681,157872.53215657355,193656.9727787302,219449134.59892353,132194038.55953301,56964619.536282584,219781719.40000004,156594817.1296531,2909064.525871795,3683692.4169867164,3384787.0894369367,12932917.834266504,197866.90696957218,197866.90696957218,197866.90696957218,13617032.140278323,10381697.714616276,5251892.903075349,6782203.9814464,3007997.979356582,197866.90696957218,4033116.9548265995,0.0,576760.9841453487,0.0,166292.40053825747,3576339.095120246,157872.53215657355,237861.2817825708,0.0,89362168.10190687,5441339.9416632345,7630505.720901054
sample260,129808.03237390556,87829557.01565535,114483.47299643062,0.0,114483.47299643062,90144.46692632335,137921.0343972747,132512.3663816953,149639.8150976967,166113716.4284823,10890353.049369121,114483.47299643062,118990.69634274679,162982097.64746183,105139998.99951723,71597242.85623233,166174113.22132295,147007596.66344807,3973568.102112332,4643341.491374915,4369302.311918891,19907504.076009244,146034.0364206438,146034.0364206438,137921.03439727466,20249151.605660006,1548681.9417942348,5688115.863051003,15029786.97062589,3939313.204680329,137921.03439727466,4883125.773398935,15324.559377474965,1123200.0579019883,0.0,111779.13898864092,4461249.668183742,102764.69229600858,178486.04451412018,20733.22739305436,68071692.75474381,1906555.475491738,9582356.834268168
sample261,106012.23047243839,113574436.24613902,106012.23047243839,0.0,106012.23047243839,90648.13909962123,113694.27615884696,106012.23047243839,149031.68631632644,141563201.49999997,5414305.799780765,106012.23047243839,275017.23557342717,139848568.9027936,131622634.38178729,21329968.052882057,141563201.49999997,133005402.60534081,570007.7899315165,1430396.9068092774,1318239.0397877123,11532286.984436557,129058.36753166412,129058.36753166412,129058.36753166412,11478512.664631698,5363604.298250469,2172482.5201163464,9791535.431896374,534670.3797740372,129058.36753166412,1673149.5504997887,0.0,16900.50051009887,4609.227411845147,90648.13909962123,1441151.7707702494,90648.13909962123,106012.23047243839,15364.091372817156,12982657.210030498,5266810.522601722,7340962.857932039
sample262,189908.67476355768,168446836.4621533,189908.67476355768,0.0,189908.67476355768,56109.38118014201,211489.2059866892,189908.67476355768,230911.6840875076,203290762.17502147,8243762.927236251,189908.67476355768,293495.2246345891,200670885.68453333,191509950.18031397,34373470.13220392,203303710.49375534,193609735.86832467,694893.1053848359,2028569.9349743656,1974618.6069165366,19234727.479177147,217963.36535362867,217963.36535362867,230911.6840875076,18818223.22657071,4113249.2511288733,3897443.9388975576,15853058.236512434,684102.8397732701,230911.6840875076,2319907.1064866413,0.0,12948.318733878934,0.0,170486.19666273927,2076047.103665255,170486.19666273927,189908.67476355768,19422.478100818396,22663873.890532754,5503035.461898544,9534278.694379518
sample263,133816.53446263346,153576776.0516157,128240.8455266904,0.0,128240.8455266904,87352.4599964413,122665.15659074734,128240.8455266904,195149.11275800713,208872741.7923416,15359164.455544487,128240.8455266904,473933.5595551602,207807785.20557645,199306718.141242,45949252.52110676,208902478.79999998,200380967.54290035,682092.613163701,1174611.8025053383,1061239.4608078292,15041350.186195731,152402.16424911033,152402.16424911033,146826.47531316726,15773623.99978292,11905954.441217085,2222841.3224626337,13567509.744128115,676516.9242277581,146826.47531316726,1732180.6960996445,0.0,139392.22339857652,5575.688935943062,104079.52680427047,1390205.1080284698,104079.52680427047,157977.8531850534,24161.318722419932,30363343.38216726,3672520.44580783,4336027.429185053
sample264,78575.60857898985,204365335.96288025,78575.60857898985,0.0,78575.60857898985,44198.7798256818,98219.51072373732,78575.60857898985,98219.51072373732,240311221.39999998,7160202.33176045,78575.60857898985,90853.04741945701,239299560.43954545,235368324.5228279,37328325.05055636,240311221.39999998,236350519.63006526,500919.5046910603,2342535.330761135,1728663.3887377768,17546915.590795666,110496.94956420448,110496.94956420448,98219.51072373732,17748265.58777933,1330874.3703066409,5402073.089805552,14121510.154305331,449354.26156109816,98219.51072373732,2845910.3232202884,0.0,54020.73089805552,0.0,78575.60857898985,1900547.5325043171,78575.60857898985,90853.04741945701,0.0,21664768.577888362,1416816.4421899107,4017177.988600856
sample265,221053.93638738827,217483065.10728422,221053.93638738827,0.0,221053.93638738827,109582.29325186767,238058.08534026428,221053.93638738827,238058.08534026428,277685309.8,11910461.666547824,221053.93638738827,243726.13499122296,272155182.69054806,260968342.02943933,49926070.675527655,277685309.8,263462283.8758611,1486918.3584348254,3468846.386386708,3072082.9108196013,28908942.56977288,260730.28394409898,260730.28394409898,238058.08534026428,28340248.254793365,6259416.164542029,5416766.116432838,24697581.679110587,1430237.8619252385,238058.08534026428,3740912.7696327246,0.0,52901.796742280945,0.0,221053.93638738827,2970058.017102345,221053.93638738827,243726.13499122296,0.0,34306815.187369205,6864008.127310952,14217357.874488007
sample401,337324.79480630707,113837387.72420156,334081.28716393874,0.0,337324.79480630707,33583278.12908177,321107.25659446535,334081.28716393874,390842.6709053846,189211640.07137817,54529850.483496495,334081.28716393874,373003.37887235876,184970753.8289816,149410557.79187635,78012845.81424327,189351110.9,157499865.8519429,1590940.4985816693,3272699.211149652,1962322.123632844,36588387.95973603,353542.3330181488,353542.3330181488,350298.82537578046,44943663.646476865,59659457.81990202,7940106.708517691,18771800.48020676,1526070.3457343024,350298.82537578046,3888965.6631996357,12974.030569473352,553018.0530238015,30813.322602499215,314620.2413097287,2194232.92006218,301646.21074025537,441117.0393620939,32435.07642368338,41563928.68312905,7372492.871103234,17008954.076579563
sample402,224344.17280383228,114986286.09899947,224344.17280383228,0.0,224344.17280383228,39253631.882647,224344.17280383228,224344.17280383228,224344.17280383228,170666530.28150356,52242499.65218653,224344.17280383228,277131.0369929692,168386797.5843352,146127236.79157847,76359498.22859845,170805095.80000004,153170983.98181644,1068933.9998300239,2952765.2155798506,1662786.221957815,41523467.042779885,224344.17280383228,224344.17280383228,224344.17280383228,46623997.79505524,55868297.38617785,4031596.7524453374,8960570.196106005,976556.9874990341,224344.17280383228,3394855.2031638725,0.0,428893.27153673815,0.0,224344.17280383228,1880532.036738005,224344.17280383228,336516.2592057483,0.0,25882059.347736225,11537229.004338255,16225362.380135978
sample403,299301.4016288598,63578628.369431384,296604.9926051764,0.0,296604.9926051764,27280918.297117013,319524.4693064855,296604.9926051764,373452.64978015394,134856852.7059908,42634271.27797041,296604.9926051764,307390.62869991007,134278472.9704107,112937743.75246826,85501781.93648942,134914825.5,119855381.10272807,1015197.9974168084,2766515.6582991905,1221473.2877285902,28997182.640691523,338399.3324722694,338399.3324722694,350533.17307884485,37768601.19473368,67380565.09282501,5034195.647216949,29656454.64698211,934305.7267063056,350533.17307884485,3037504.7651793747,0.0,84936.88424602778,0.0,288515.76553412614,1340115.2847706608,265596.28883281705,327613.69637753576,31008.70377235935,23623239.456490453,7819586.168681924,15583895.952378338
sample404,126753.47158420684,28363201.824826017,119359.5190751281,0.0,119359.5190751281,2908464.0333926133,125169.05318940425,119359.5190751281,143125.7949971669,40940843.18223388,11606921.020858815,119359.5190751281,125169.05318940425,36668194.91091624,31988879.25159927,11331760.359628094,40987847.594613016,34591550.534794986,887274.301089448,1522626.0774052849,1007690.0990944445,4278457.805431916,125169.05318940425,125169.05318940425,125169.05318940425,5978538.743055089,5214849.076760244,2237726.9129261854,1308729.594106936,854001.5147985938,125169.05318940425,1690574.4272543588,0.0,160026.2578750612,9506.510368815512,130978.5873036804,1049413.116824246,119359.5190751281,157913.70001532434,0.0,10174606.791957276,2044956.0082252047,8197780.7747085765
sample405,416037.7113316807,49640630.77399542,407512.3483945561,0.0,407512.3483945561,23250369.802126218,444171.4090241919,407512.3483945561,457811.98972359125,86974047.61195779,34166244.50682055,407512.3483945561,415185.1750379682,85799252.599222,69390486.55413827,48256964.369300105,87009001.6,74934530.07215038,1020485.9435738152,1641132.3653964864,1208043.9281905566,25079060.15213944,433940.97349964234,433940.97349964234,444171.4090241919,30127780.083504636,31115017.111623667,5279757.266961267,3471527.787997139,1000025.0725247161,444171.4090241919,1965948.6933009338,0.0,37511.596923348254,0.0,416890.24762539315,1175647.5490294828,407512.3483945561,422005.4653876679,0.0,19421629.30706356,7429001.263410379,10797372.15986831
sample406,172143.11372657845,47544817.410547234,166590.11005797915,0.0,166590.11005797915,5807331.236621149,182138.5203300572,166590.11005797915,182138.5203300572,75975085.59304196,16576826.551502636,166590.11005797915,166590.11005797915,72212370.30719906,61690538.95593709,24433216.141836926,76046164.04000002,66224011.15098158,605277.3998773242,1106158.3307849814,766314.5062667041,7010111.831239757,187691.52399865648,187691.52399865648,182138.5203300572,10699527.468657136,13444932.482412633,1945772.485477196,4723384.920510568,570848.7771320086,182138.5203300572,1306066.4628545565,5553.003668599301,151041.69978590097,0.0,166590.11005797915,794079.5246097003,166590.11005797915,237668.5570160502,5553.003668599301,17701865.094760854,5087661.961170681,11941179.088955939
sample407,127073.5681919428,59539877.09644575,127073.5681919428,0.0,127073.5681919428,7871173.229749758,146282.3633837481,127073.5681919428,180267.1548769421,107371254.72367108,25794456.74333424,127073.5681919428,127073.5681919428,102836501.45877491,90841347.66130757,48406163.88334937,107465821.09999998,97338353.23502816,1947476.3125230307,3501911.123429122,2571023.3564416333,11370129.1539186,144804.76375360924,144804.76375360924,162535.9593152757,20560798.853382375,18156744.255146433,6052248.08504881,5756728.159021035,1846999.5376735877,162535.9593152757,4054533.385101059,0.0,128551.16782208167,0.0,110819.97226041523,2983273.6532503786,110819.97226041523,190610.35228791423,16253.595931527569,28098034.566720743,8766598.605613915,22567379.151110966
sample408,153067.4322706425,49672141.16759671,153067.4322706425,0.0,153067.4322706425,13343257.544144278,154826.82804386824,153067.4322706425,188255.347735158,81752963.69659548,26131425.721835826,153067.4322706425,176819.27520919044,81068558.74081065,71579257.63791744,40034171.1218659,81897234.14999999,75340845.80107418,1088186.2857401422,2196605.622872381,1402238.431260943,15456291.867788434,178578.67098241622,178578.67098241622,168901.99422967446,24139789.706544254,23290881.24596281,7862739.710545991,6644358.13758714,1016051.0590378854,168901.99422967446,2656687.6175709204,0.0,557728.4601125708,2639.093659838663,147789.24495096516,1620403.5071409391,138992.26608483627,269187.55330354365,14075.166185806203,17978385.708707593,3779182.1208889647,12181176.635928653
sample409,75875.98121003492,25453573.445236064,75875.98121003492,0.0,75875.98121003492,3623836.8625912676,77176.71231649266,75875.98121003492,78477.4434229504,42389959.60538683,10412786.08422971,75875.98121003492,77176.71231649266,40202997.03839588,36411365.86307156,13410971.284614809,42438953.81039674,38796906.71231506,265782.72275286523,1109523.6338084536,439647.1139827166,4401240.487217513,78477.4434229504,78477.4434229504,77176.71231649266,6724346.2433510395,7233365.683011501,1217484.315644446,2630511.8742930396,234998.7532333653,77176.71231649266,1253037.632554291,1300.7311064577416,223725.75031073156,4769.347390345052,83680.36784878137,503816.5152346319,75875.98121003492,117499.37661668265,1300.7311064577416,7837338.493443379,2222515.883900795,6035825.910999406
sample410,172510.05802821653,55822289.47347233,164867.20735608035,0.0,164867.20735608035,2677181.4068682715,177969.23707974236,164867.20735608035,208540.63976828707,71095980.6238313,18639820.95352982,164867.20735608035,164867.20735608035,59735429.01760604,57321380.04102133,14979987.317386907,71184419.32446602,59126184.63545577,671479.0233376783,1833192.3255023768,1120223.5413731025,4659955.238382457,172510.05802821653,172510.05802821653,183428.41613126823,9898583.45622665,4527843.105335531,3665292.8151944485,1649763.9093711087,610336.2179605889,183428.41613126823,2137814.516577519,0.0,232561.02759500078,0.0,177969.23707974236,1252335.6744200275,159408.02830455452,223826.34111255943,5459.179051525839,20927216.976119146,2417324.4840156413,18893126.86152062
sample411,2231923.280828504,24510305.003781177,2230538.498274864,0.0,2230538.498274864,3297167.2602157095,2239193.3892351114,2230538.498274864,2244732.5194496694,39082718.011368304,10404909.91240898,2230538.498274864,2240924.367427161,38589735.42227263,34163277.98956389,14944227.12323934,39116298.988294065,35884216.50809941,2421638.4906771188,2732522.1739691915,2523766.204008033,6242253.556168567,2246463.497641719,2246463.497641719,2236423.8241278324,9128140.397953339,8458251.837630218,4447921.5622901535,4196583.528804579,2398097.187265247,2236423.8241278324,2873423.798802013,0.0,74085.86661971458,2077.1738304592873,2242309.1499808,419589.11375277606,2227768.933167585,2263773.279562213,732896.1665137184,9225767.567984922,2328165.6683064513,7417933.944208523
sample412,448932.34324066946,59037136.614383034,439811.8215946965,0.0,439811.8215946965,22573291.073783096,451972.5171226605,439811.8215946965,472240.3430026004,110558963.39248437,31643143.155056216,439811.8215946965,463119.82135662745,109443219.57779364,93174235.74396585,59086792.78778889,110674490.00000003,97738550.13212833,775244.3399077025,1966992.5016481706,961708.3380031498,24186610.013826314,472240.3430026004,472240.3430026004,459066.25618063944,30156498.12676262,44853712.06360107,2519290.7568765343,16886139.131871957,735722.0794418196,459066.25618063944,2233514.411969381,7093.739057978976,278682.605849174,0.0,439811.8215946965,788418.4267296633,432718.0825367175,550271.4726403691,7093.739057978976,18817662.93823023,5352732.814892137,11443214.491814086
sample413,287792.984208185,76144669.33340746,287792.984208185,0.0,287792.984208185,29917084.63745551,317241.56863879,287792.984208185,317241.56863879,144363653.7389235,46692069.186743766,287792.984208185,329288.71681494656,140333213.38798928,121243837.8168594,78042764.4571619,144421212.33576512,129916445.93167257,797788.9236654802,2029275.1816725973,1078889.0477758006,31742896.87215302,358737.30124555156,358737.30124555156,317241.56863879,35841604.39608541,63230126.48856761,3165722.8262900347,23633827.57758007,785741.7754893238,317241.56863879,2275572.433274021,18740.008274021347,96377.18540925265,0.0,357398.7292259786,1037393.3151690391,287792.984208185,366768.73336298927,0.0,23094383.05369217,9880000.07646797,15587671.167927042
sample414,164021.023880041,39683715.14903394,164021.023880041,0.0,164021.023880041,14527576.400803633,165895.54986724147,164021.023880041,172456.3908224431,76639057.72369757,21240253.960968513,164021.023880041,165895.54986724147,75486224.24156928,61897785.36035309,30440427.506148413,76693418.9773264,65582166.18819559,345850.0446384865,1369341.2336499426,458321.60387051466,15618550.525354303,174330.91680964356,174330.91680964356,172456.3908224431,17389040.32026515,23484061.567647476,1134088.2222562837,4917818.927420431,328979.3107536823,172456.3908224431,1462130.270016366,0.0,118095.13719362955,0.0,165895.54986724147,439576.34399851004,157460.18292483935,217445.01451525436,6560.840955201641,10889121.45964752,3873707.9525497686,5415505.577022155
sample416,478100.3901371652,47108146.951600246,478100.3901371652,0.0,478100.3901371652,4515505.599614631,478100.3901371652,478100.3901371652,518789.7850424559,79403319.68792944,17509663.862619206,478100.3901371652,490307.2086087524,75685326.22845852,59595722.24803396,22535821.368295237,79418578.21101893,65500770.68366427,1478042.2699346833,2354898.730143697,1640799.849555846,6850059.6323056845,506582.9665708687,506582.9665708687,494376.1480992815,9939401.94048988,13012468.490711953,3739355.3917962117,6196994.844075768,1431249.465793599,494376.1480992815,2575638.697504899,0.0,71206.44108425867,0.0,470979.7460287393,1375301.5477988245,461824.63217504893,505565.73169823637,16275.757962116262,17712093.60227303,3720027.9292161986,10254744.751005879
sample417,137337.79755931662,66707543.35826433,137337.79755931662,0.0,137337.79755931662,17094263.98996119,137337.79755931662,137337.79755931662,180255.85929660307,107265111.69999999,30506158.282863203,137337.79755931662,143775.50681990958,104896034.69210179,86269595.89811948,41832234.77533307,107265111.69999999,94406860.40350898,1109431.8959088547,1695263.4386228144,1508569.8700656185,19562052.539855164,143775.50681990958,143775.50681990958,137337.79755931662,23913944.000016004,23064166.37761773,5150167.408474373,2115860.4436482214,1034325.2878686032,137337.79755931662,2040753.8356079704,0.0,36480.35247669348,0.0,169526.34386228147,1708138.8571440007,137337.79755931662,143775.50681990958,0.0,22169324.79039531,9888321.424270794,15662946.631022688
sample418,610983.9573287999,68078457.17496903,585167.7337796957,0.0,585167.7337796957,7864267.098645874,600227.1975166731,585167.7337796957,630346.1249906281,98365190.10199316,23376590.423713874,585167.7337796957,585167.7337796957,97280908.71293077,82005234.10372955,35487626.29618739,98668530.72869512,88909998.22713375,1856616.7435730782,2379395.270442439,2136292.498688374,11466705.959727122,612059.6333100126,612059.6333100126,600227.1975166731,22412784.74454731,12540230.588977374,9636981.115684362,1471524.742298941,1714627.514053005,600227.1975166731,3069979.250380977,0.0,704567.7676943025,0.0,585167.7337796957,2147049.2585005015,585167.7337796957,794924.5501161674,0.0,24736244.863966696,5528974.543433154,19130897.32586744
sample419,310514.43411477376,51163945.14183387,301145.46411993145,0.0,301145.46411993145,10125179.715854583,325237.10124952596,301145.46411993145,350667.16266409797,88140592.86290655,24565439.32647654,301145.46411993145,301145.46411993145,86186493.4068394,71454457.30209236,37273777.912337646,88230267.29000004,79185195.97212224,1355823.8006821803,2011651.7003211423,1590048.0505532383,12735107.071560659,318544.9798246386,318544.9798246386,350667.16266409797,18919965.692441564,17283072.791914113,4930755.06585701,3454473.079526858,1262134.1007337573,350667.16266409797,2378379.95440497,0.0,222178.43130626052,18737.939989684623,282407.52413024683,1648938.719092247,275715.40270535945,358697.7083739628,25430.061414571992,20265082.098843925,7931502.312776508,14904692.837509146
sample420,199003.36768609902,31682258.158952154,193624.89828917742,0.0,213602.0703348862,3708070.4727919456,199003.36768609902,193624.89828917742,228200.77298367338,54253389.15951911,15625990.303599214,187478.07612126702,193624.89828917742,52187288.55833022,45046217.90476034,25824336.63293355,54261841.03999999,48758898.49417823,1764137.9621902832,2759923.1533917678,2051501.8985400945,7194855.347539119,210528.659250931,210528.659250931,199003.36768609902,13054313.579099702,6971264.691181375,7612839.254957025,1947774.2744566062,1571281.4166720947,199003.36768609902,3290854.9181450284,0.0,23050.58312966398,2305.0583129663987,193624.89828917742,2312741.8406762863,187478.07612126702,195929.95660214382,0.0,16000946.455841746,4839085.751687459,12998223.826817516
sample421,213386.96118384687,111878329.73387986,213386.96118384687,0.0,213386.96118384687,36246272.438537054,245167.99795590917,213386.96118384687,245167.99795590917,168323721.1151177,52722469.93079622,213386.96118384687,213386.96118384687,164750624.55231583,145134914.64178795,68767353.35257736,168360042.30000004,152785064.20763433,1520949.6169486959,2642366.200191465,1772927.837070047,38677521.75159982,245167.99795590917,245167.99795590917,245167.99795590917,43433326.89713341,51033534.83376662,4531067.8140740255,9777208.95551945,1436956.8769082455,245167.99795590917,2739979.3845627992,0.0,208846.81307355227,0.0,247438.07201105647,1657154.060257534,213386.96118384687,249708.14606620377,0.0,25953756.672499165,9911143.324773142,16507978.529031215
sample422,143795.83237482625,69660179.13883726,143795.83237482625,6847.420589277439,143795.83237482625,9691839.10206329,143795.83237482625,143795.83237482625,165707.57826051407,100314711.6329145,21729604.49801303,143795.83237482625,143795.83237482625,99039721.91919102,89713535.07659514,29643853.215099894,100473571.79058571,93543982.15423697,2892350.4569107913,3412754.421695877,3136118.629889068,13551045.346180053,165707.57826051407,165707.57826051407,158860.15767123664,19456260.862372916,13886568.955054652,6888505.112813105,2489722.126261277,2766357.9180680863,158860.15767123664,3592156.841134945,0.0,471102.53654228785,6847.420589277439,121884.08648913846,3170355.732835455,121884.08648913846,275266.3076889531,21911.745885687807,16284535.645419605,3622285.4917277647,12942994.397852214
sample423,137253.94590804575,63839688.14714949,127291.96596310694,0.0,127291.96596310694,4814956.973387089,138360.8325685945,138360.8325685945,138360.8325685945,107180942.22759658,18796042.382778425,127291.96596310694,127291.96596310694,106199133.75968982,98560508.91524287,32401893.21424374,107332585.70009175,102807633.03176841,2302324.2539414125,3751238.892599734,2527022.2460328094,8050386.682171103,138360.8325685945,138360.8325685945,138360.8325685945,14706096.17205077,16917655.719827183,7523508.631749896,10906154.26638689,2150680.781446233,138360.8325685945,3963761.1314250953,11068.86660548756,753789.8158337027,0.0,140574.605889692,2592328.5590051874,127291.96596310694,250156.38528401882,0.0,14817891.7247662,3498868.7339946176,11317916.104111033
sample424,92902.27791544447,51696282.24480156,86083.76210513661,0.0,86083.76210513661,14558383.56948355,84379.13315255965,86083.76210513661,98016.16477317535,88548655.5705629,20916649.562595624,86083.76210513661,86936.07658142509,87661396.20074658,80133754.74616674,27426627.532487042,88612579.15628453,83141572.53298876,680146.9520782082,1519676.7112223625,865099.1934328087,15720940.515141038,105686.99505977168,105686.99505977168,98016.16477317535,17776723.031948857,19938192.54381645,1792417.3436346764,3928317.421213611,632417.3414060533,98016.16477317535,1562292.4350367866,0.0,328993.38784735376,0.0,72446.73048452091,813960.3248554998,72446.73048452091,129551.80039584918,86083.76210513661,9713828.086259821,3945363.710739381,6429008.094644016
sample425,219994.070135199,107699097.00773275,219994.070135199,0.0,227993.85450375167,26393288.57794747,219994.070135199,219994.070135199,227993.85450375167,173213331.09399498,40648904.32270837,219994.070135199,219994.070135199,170397406.99626446,152937877.61189827,57646446.15979069,173487323.70861793,159667696.21194318,1777952.0759108355,3523905.01434746,2205940.5396284047,29593202.325368557,227993.85450375167,227993.85450375167,219994.070135199,33887086.58518921,41334885.83231175,5221859.246572769,10897706.256060904,1643955.6877375778,219994.070135199,3649901.6181521653,0.0,1869949.596149192,0.0,255993.09979368612,2111943.0732979104,219994.070135199,475987.1699288852,5999.838276414519,20765440.274670642,7033810.406049953,13485636.499287698
sample426,2273502.902543253,425333907.4367713,2269939.4183699875,0.0,2269939.4183699875,32374253.71411512,2334082.1334887627,2269939.4183699875,2337645.617662028,501232556.8431485,291115276.05073434,2269939.4183699875,2269939.4183699875,497487334.9770468,485175497.15841514,334547021.1544916,501332334.3999999,489016933.0971951,182567984.64890042,186348841.35673487,185326121.3990078,272439055.4986509,2334082.1334887627,2334082.1334887627,2334082.1334887627,322726944.1517706,46225516.69559728,251222070.7310294,55287456.94821092,170858375.65555066,2334082.1334887627,194762227.4898142,0.0,249443.89212857003,0.0,2319828.1967957015,191091838.79135096,2269939.4183699875,2305574.2601026404,1029846.9260736676,264029232.8497448,5309591.418165276,255929433.3239129
sample427,16403797.667043291,224282098.07000527,16398954.50268928,0.0,16435278.23534438,2879261.2084609494,16444964.564052407,16398954.50268928,16481288.296707507,259169832.4941406,125980391.17659585,16403797.667043291,16444964.564052407,256273620.21044055,254210432.19563085,145181116.25808188,259278803.6921059,255544723.97516152,94930864.50301613,96444353.36364529,96180400.90635155,124718746.86237538,16522455.19371662,16522455.19371662,16440121.399698392,142098442.14675236,22169584.83049621,119921592.56972514,40358088.56199343,90051376.41634765,16440121.399698392,100023451.8212612,7264.746531020061,295433.02559481567,0.0,16435278.23534438,83229779.42371982,16398954.50268928,16498239.371946555,6761057.438202667,125885949.4716926,1319762.286468644,124161782.96166383
