SampleID,A2,ASF356,Acetatifactor,Acidovorax,Acinetobacter,Akkermansia,Alistipes,Allobaculum,Alloprevotella,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Alteromonas,Anaerofilum,Anaerofustis,Anaeroplasma,Anaerostipes,Anaerotruncus,Anaerovoracaceae,Anaerovorax,Anoxybacillus,Arcobacteraceae,Asticcacaulis,Atopobiaceae,Bacilli,Bacillus,Bacteria,Bacteroidales,Bacteroides,Bifidobacterium,Bilophila,Blautia,Bosea,Brachybacterium,Bradyrhizobium,Brevinema,Burkholderia-Caballeronia-Paraburkholderia,Burkholderiales,Butyricicoccus,Butyricimonas,Candidatus-Arthromitus,Candidatus-Gastranaerophilales-bacterium-Zag_111,Candidatus-Saccharimonas,Candidatus-Soleaferrea,Candidatus-Stoquefichus,Caproiciproducens,Catenibacterium,Cellulosimicrobium,Cetobacterium,Chloroplast,Christensenella,Christensenella-sp.-Marseille-P2437,Christensenellaceae,Christensenellaceae-R-7-group,Clostridia,Clostridia-UCG-014,Clostridia-vadinBB60-group,Clostridium-sensu-stricto-1,Colidextribacter,Collinsella,Coprococcus,Coriobacteriaceae-UCG-002,Corynebacterium,DMER64,DNF00809,Defluviitaleaceae-UCG-011,Desmonostoc-PCC-7422,Desulfovibrio,Desulfovibrionaceae,Devosia,Dialister,Dielma,Dubosiella,Dyadobacter,Eggerthella,Eisenbergiella,Elizabethkingia,Endozoicomonas,Enterobacterales,Enterobacteriaceae,Enterococcus,Enterorhabdus,Erysipelatoclostridium,Erysipelotrichaceae,Erysipelotrichaceae-UCG-003,Escherichia-Shigella,Ethanoligenenaceae,Faecalibacterium,Faecalibaculum,Faecalitalea,Family-XIII-AD3011-group,Family-XIII-UCG-001,Firmicutes,Flavobacteriaceae,Flavobacterium,Flavonifractor,Frisingicoccus,Fusicatenibacter,Fusobacterium,GCA-900066575,Gastranaerophilales,Harryflintia,Helicobacter,Holdemanella,Incertae-Sedis,Intestinimonas,Klebsiella,Lachnoclostridium,Lachnospiraceae,Lachnospiraceae-AC2044-group,Lachnospiraceae-FCS020-group,Lachnospiraceae-NC2004-group,Lachnospiraceae-NK4A136-group,Lachnospiraceae-UCG-001,Lachnospiraceae-UCG-006,Lachnospiraceae-UCG-010,Lactobacillales,Lactobacillus,Lactococcus,Leuconostoc,Luteolibacter,Lysinibacillus,Lysobacter,Marine-Methylotrophic-Group-2,Marvinbryantia,Megamonas,Megasphaera,Methyloprofundus,Micrococcaceae,Monoglobus,Morganella,Mucilaginibacter,Mucispirillum,Muribaculaceae,Muribaculum,Mycoplasma,NK4A214-group,Negativibacillus,Nostoc-PCC-73102,Nostocaceae,Odoribacter,Oscillibacter,Oscillospiraceae,Oscillospirales,Oxalobacter,Paenarthrobacter,Paludicola,Parabacteroides,Paraprevotella,Parasutterella,Parvibacter,Pedobacter,Peptococcaceae,Peptococcus,Peptoniphilus,Peptostreptococcaceae,Porphyromonas,Prevotella,Prevotellaceae,Prevotellaceae-UCG-001,Proteus,Providencia,Pseudarthrobacter,Pseudomonas,RF39,Rhizobiaceae,Rhodococcus,Rhodospirillales,Rickettsia,Rikenella,Rikenella-sp.-Marseille-P3215,Rikenellaceae,Rikenellaceae-RC9-gut-group,Rodentibacter,Romboutsia,Roseburia,Ruminiclostridium,Ruminococcaceae,Ruminococcus,Shewanella,Sphingobium,Sphingomonas,Sphingopyxis,Streptococcus,Subdoligranulum,Subgroup-2,Tannerellaceae,Turicibacter,Tuzzerella,Tyzzerella,UBA1819,UCG-003,UCG-005,UCG-007,UCG-009,UCG-010,Vagococcus,Veillonella,Vibrio,Victivallis,Wolbachia,Xanthobacteraceae,[Acetivibrio]-ethanolgignens-group,[Clostridium]-innocuum-group,[Clostridium]-methylpentosum-group,[Eubacterium]-brachy-group,[Eubacterium]-coprostanoligenes-group,[Eubacterium]-fissicatena-group,[Eubacterium]-hallii-group,[Eubacterium]-nodatum-group,[Eubacterium]-oxidoreducens-group,[Eubacterium]-ventriosum-group,[Eubacterium]-xylanophilum-group,[Ruminococcus]-gnavus-group,[Ruminococcus]-torques-group,gut-metagenome,metagenome,mouse-gut-metagenome
sample305,0.000557566,0.001150721,0,0,0.000106768,0.024449849,0.000438935,0,0.088985112,0,0,0,0,0,0,0.003855507,0,0,0,0,0,0,0,0,0,0,0.061949107,0.001067679,0,0.005231627,0,0,0,0.000177946,0,0,0,0,0,0,0.000854143,0,0,0,0,0,0,0,0,0,0,0,3.55893E-05,0.026466576,0.007046681,0,0.009810784,0,0,0,0,0,0,0,0,0.011210629,0,0,0,0,0.000142357,0,0,0,0,0,0,0.000142357,0.00015422,0,5.93155E-05,0,0,0.001091405,0,0,0.132522688,0,0.000308441,0,0,0,0,0,0,0,0,0.000403345,0,0.000106768,0.015955869,0,0.000759238,0.001471024,0,0.001732013,0.022409396,8.30417E-05,0.000664334,0,0.137872946,0,0.001210036,0,0,0.003523341,0,0,0,7.11786E-05,0,0,0.000142357,0,0,0,7.11786E-05,0,0,0,0.000284714,0.214793285,0,0.000177946,0.000142357,0.000403345,0,0,0,0.003950412,0.017581114,0.000284714,0,0,0,0.095260692,0,0.071427724,0,0,0.001850644,0.000106768,0,0,0,0,0,7.11786E-05,0,0,0,0,7.11786E-05,0,0,0,0,0.007734741,0,0,0.00015422,0,0,0.004389347,0,0.010403939,0,0,0,0,0,0.000142357,0,0,0.002087906,0,0.002503114,0,0,0,0,0,0.00065247,0,0,0,0,0,0,0,0,0,0,0,0.000166083,0.000260988,0,8.30417E-05,0.000320304,0,0.000225399,0,0,0.000130494,0,0
sample306,0.000179624,0.000168397,0,0,0,0.086960427,0.000269436,0,0.017715408,0,0,0,0,0,0,0.000808308,0,0,0,0,0,0,0,0,0,0,0.177951165,0.000157171,0,0.005018243,0,0,0,0,0,0,0,0,0,0,0.000437833,0,0,0,0,0,0,0,0,0,3.36795E-05,0,0,0.011473477,0.002840303,0,0.00198709,0,0,0,0,0,0,0,0,0.001706427,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7359E-05,0,0,0,0.000572551,0,0,0.146023014,0,7.85855E-05,0,0,0,0,0,0,0,0,0.000359248,0,0,0.011338759,0,6.7359E-05,0,0,0.003581252,0.018052203,0,0.000808308,0,0.004041538,0,0.000134718,0,0,0.00871176,0,0,0,0,0,0,0,0,0,0,0,2.2453E-05,0,0,0.003188324,0.397619983,0,8.9812E-05,0.000123491,6.7359E-05,0,0,0,0.001212461,0.004737581,0.000101038,0,0,0,0.008734213,0,0.073870334,0,0,0.000538872,2.2453E-05,0,0,0,0,0,0.000123491,0,2.2453E-05,0,0,0.000381701,0,0,0,3.36795E-05,0.001044064,0,0,6.7359E-05,0,0,0.004400786,0,0.001100196,0,0,0,0,0,0,0,0,0.000381701,0,0.000471513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101038,0,0
sample307,0.001389158,0.00041925,0.000450538,0,0,0.153739777,2.50299E-05,0,0.011182099,0,0,0,0,0,0,0.000982423,0,0,0,0,0,0,0,0,0,0,0.389708965,0.000237784,0,0.001407931,0,0,0,5.00598E-05,0,0,7.50896E-05,0,0,0,0.000106377,0,0,0,0,0,0,0,0,0,0,0,0,0.016657385,0.000350418,0,0.001451733,0,0,0,0,0,0,0,0,0.00262188,0,0,0,0,0,0,0,0,0,0,0,8.13471E-05,5.63172E-05,0,0.000125149,1.87724E-05,0,0.004061098,0,0,0.065403075,0,5.00598E-05,0,0,0,0,0,0,0,0,0.000901076,0,0,0.002296491,0,0,8.76046E-05,0,0.001057512,0.031030793,0,0.00096365,0,0.03017352,0.000237784,0.00061949,0,0,0.003898404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175209,0.198005119,0,9.3862E-05,0,6.25747E-05,0,0,0,0.002021163,0.001689517,8.13471E-05,0,0,0,0.002096252,0,0.068844683,0,0,0.001996133,0,0,0,0,0,0,1.87724E-05,3.75448E-05,0,0,0,0,0,0,0,0,8.13471E-05,0,0,0.000106377,0,0,0.001933558,0,0.000387963,0,0,0,0,0,7.50896E-05,3.12873E-05,0,0,0,0.000281586,0,0,0,0,0,0,0,2.50299E-05,0,0,0,0,0,0,0,0,1.87724E-05,0,0,0,0,0,0,0,0,0,1.87724E-05,0,0
sample309,0.000985666,0.000520995,0.000647723,0,0,0.134050522,0,0,0.002182545,0,0,0,0,0,0,0.002421921,0,0,0,0,0,0,0,0,0,2.81619E-05,0.608901969,0.000197133,0,0.001422175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02162832,0.003393506,0,0.002281112,0,0,0,0,0,0,0,0,0.003590639,0,0,0,0,0,0,0,0,0,0,0,5.63237E-05,0,0,0,0,0,0.03635698,0,0,0.015812893,0,0,0,0,0,0,0,0,0,0,0.000323862,0,0,0.004224281,0,0.000309781,0.000380185,0,0.001013827,0.016390211,0,0.000253457,0,0.005224028,0,0.000492833,0,0,0.002323355,0,0,0,0,0,0,0,0,0,5.63237E-05,0,0,0,0,0.000183052,0.081936974,0,0,0,0,0,0,5.63237E-05,0.003970824,0.001548903,0,0,0,0,0.002717621,0,0.039032358,0,0,0.003675125,0,0,0,0,0,0,0.00015489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000830775,8.44856E-05,0,0,0,0,0,0,0,0,0,0.000183052,0,0,0,0,0,4.22428E-05,0,0,0,0,0,0,0,0,0,0,4.22428E-05,7.04047E-05,0,0,0,0,0,0,0,0,0,0,0
sample310,0.000157876,0.000105251,0.000105251,0,0,0.124732926,3.15753E-05,0,0.00865163,0,0,0,0,0,0,0.001789267,0,0,0,0,0,0,0,2.10502E-05,0,0,0.471829578,0.000252602,0,0.000947259,0,0,0,0.000126301,0,0,0,0,0,0,0.000168402,0,0,0,0,0,0,0,0,0,0,0,0,0.040332172,0.000884108,0,0.000831483,0,0,0,0,0,0,0,0,0.000631506,0,0,0,0,3.15753E-05,0,0,0,0,0,0,7.36757E-05,0,0,5.26255E-05,0,0,0.013166896,0,0,0.042142489,0,3.15753E-05,0,0,0,0,0,0,0,0,0.000157876,0,0,0.001252487,0,0,0,0,0.001084085,0.019860858,0,0.000684131,0,0.010567197,8.42008E-05,0.000820958,0,0,0.00165244,0,0,0,9.47259E-05,0,0,0,0,0,0,0,0,0,0,0.001157761,0.19837703,0,0,0,0,0,0,0,0.001263012,0.002083969,0,0,0,0,0.003073328,0,0.047362937,0,2.10502E-05,0.00105251,0,0,0,0,0,0,5.26255E-05,3.15753E-05,0,0,0,0,3.15753E-05,0,0,0,0.000199977,0,0,4.21004E-05,0,0,0.000599931,0,0.000652556,0,0,0,0,0,0.000136826,0,0,0,0,0.000294703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210502,0,0
sample311,0.00065176,0.001407802,0,0,0,0.131194981,0.000877704,0,0.062560288,0,0,0,0,0,0,0.014773231,0,0,0,0,0,0,0,0,0,0,0.168101987,0,0,0.068400059,0,0,0,0.000286774,0,0,0.000312845,0,0,0,0.01088005,0,0,0,0,0,0,0,0,0,0.000399746,0,0,0.000816873,0.004701363,0,0.011036473,0,0,0,0,0,0,0,0,0.03518636,0,0,0,0,0,0,0,0,0,0,8.69014E-06,0.000121662,0.000165113,7.82112E-05,0.001129718,0.000338915,0,0.000938535,0,0,0.022863747,0,0.001598985,0,0,0,0,9.55915E-05,0,0,0,0.00258097,0,0.000556169,0.010402093,0,0.002337647,0.000582239,0,0.00513587,0.047022325,0,0.001824929,0,0.039453217,0,0.001112337,0,0,0.002902505,0,0,0,0,0,0,0.004258167,0,0,5.21408E-05,0,9.55915E-05,0,0,0.000895084,0.106984262,0,4.34507E-05,0.000112972,0.000417127,0,0,1.73803E-05,0.006621884,0.029894067,0.000330225,0,0,0.000112972,0.122192,0,0.032344686,0,0,0.001459943,6.95211E-05,0,0,0,0,0,9.55915E-05,0,6.95211E-05,0,0,0,0,0,0,0,0.023976085,0,0,0.000104282,0,0,0.00256359,0,0.008724896,0.000182493,0,0,0,0,7.82112E-05,0,0,0.00064307,0,0.000886394,0,0,0,6.0831E-05,0,0.000165113,0,0,0,0,0,0,0,0,0,0,0.000217253,0,0.001868379,0,0.00065176,4.34507E-05,0,0.000451887,0,0,0.000443197,0,0
sample312,0.001414721,0.000457704,0.002018059,0,0,0.018849083,0.001747597,0,0.064036949,0,0,0,0,0,0,0.005658886,0,0,0,0,0,0,0,0,0,0,0.205800358,0,0,0.037989431,0,0,0,0,0,0,0,0,0,0,0.002080473,0,0,0,0,0,0,0,0,0,0.000374485,0,0,0.001081846,0.015957225,0,0.01069363,0,0,0,0,0,0,0,0,0.013939167,0,0,0,0,0,0,0,0,0,0,0,0.000228852,0.000124828,0.000124828,0.001165065,0.000457704,0,0.004639454,0,0,0.075209088,0,0.001393917,0,0,0,0,0.000374485,0,0,0,0.000728165,0,0.000145633,0.006033371,0,0.000894603,0,0,0.002475762,0.022073815,0,0.003620022,0,0.011296967,0,0.002392544,0,0,0.029938002,0,0,0,0.000104024,0,0,0.000457704,0,0,0,0,0.000124828,0,0,0.002538177,0.120833853,0,0,0.000457704,0.002101277,0,0,0,0.008717181,0.012857321,0.003557608,0,0,0,0.187034494,0,0.067199268,0,0,0.000478509,0.000208047,0,0.000249657,0,0,0,0,2.08047E-05,0,0,0,0,0,0,0,0,0.022157034,0,0,0,0,0,0.005097158,0,0.01219157,4.16095E-05,0,0,0,0,0.000228852,0,0,0,0,0.004348188,0,0,0,0,0,0.000624142,0,0,0,0,0,0,0,0,0,0,0,0,0.000624142,0,0.000312071,0,0,0.001102651,0,0,0.000915408,0,0
sample313,0.000428533,0.000379558,0.000171413,0,0,0.059235497,0.001432524,0,0.063484095,0,0,0,0,0,0,0.00280383,0,0,0,0.000330583,0,0,0,0.000122438,0,0,0.244129099,0.000195901,0,0.006636139,0,0,0,0,0,0,0,0,0,0,0.00025712,0,7.34628E-05,0,0,0,0,0,0,0,0.000844822,0,0,0.004089429,0.028368881,0,0.014766021,0,0,0,0,0,0,0,0,0.007260573,9.79504E-05,0,0,0,0,0,0,0,0,0,0,0,0.000110194,0.000134682,0.002767098,0.000979504,0,0.002656904,0,0,0.015770012,0,0.001077454,0,0,0,8.57066E-05,0,0,0,0,0.002705879,0,9.79504E-05,0.033805128,0,0.002350809,0.001444768,0,0.001334574,0.026899625,0,0.002301834,0,0.033143963,0,0.001554962,0,0,0.004358792,4.89752E-05,0,0,0,0,0,0.000746872,0,0,0,0,0.000391802,0,0,0.000820335,0.087824767,0,0,0.000134682,0,0,0,0,0.00438328,0.036964028,0.000330583,0,0,0.000318339,0.207691554,0,0.035543747,0,0,0.001371305,0.000159169,0,0,0,0,0,0.000232632,0,0,0,0,8.57066E-05,0,0,0,0,0.029201459,0,0,0,0,0,0.0031589,0,0.009856258,0,0,0,0,0,0.000146926,7.34628E-05,0,0,0,0.005277077,0,0,0,0,0,0.002607929,0.000183657,0,0,0,0,0,0,0,0,0,8.57066E-05,0,0.000942772,0,0.000575459,0,0,0.000930529,0,0,0.00122438,0,0
sample314,0.0187677,0.002423457,0.002338918,0,0,0.002817973,0.002705254,0,0.009989714,0,0,0,0,0,0,0.006171361,0,0,0,0,0,0,0,0,0,0,0.189889113,0.000225438,0,0.090034238,0,0,0,0,0,0,0.000169078,0,0,0,0.004565116,0,0,0,0,0,0,0,0,0,0.000704493,0,0,0.003649275,0.004987812,0,0.01675285,0,0,0,0,0,0,0,0,0.037183154,0.000197258,0,0,0,0,0,0,0.000281797,0,0,0,1.40899E-05,0,0,0.000112719,9.86291E-05,0,0.004241049,0,0,0.012652699,0,0.000225438,0,0,0,0,0,0,0,0,0.002634805,0,0.000563595,0.002761614,0,0.004663745,0.00309977,0,0.00728446,0.077409719,0,0.00522734,0,0.043016358,0.000732673,0.005086441,0,0,0.009510659,0,0,0,0,0,0,0.000324067,5.63595E-05,0,0,0,0.000126809,0,0,0.012075014,0.137418455,0,0,0.000281797,0.000436786,0,0,0,0.016781029,0.04390402,0.000676314,0,0,0.000126809,0.103645048,0,0.02090936,0,0,0.002028941,0,0,0,0,0,0,0.000140899,0,0,0,0,0.000225438,0,0,0,0,0.040508362,0,0,4.22696E-05,0,0,0.018922689,0,0.016330154,0.000154989,0,0,0,0,0.000169078,0,0,0.000126809,0,0.005819114,0,0,0,0,0,0.001535795,0,0,0,0,0,0,0,0,0,0,0,0,0.000183168,0,0.000436786,0,0,0.001676694,0,0,0.001747143,0,0
sample315,0.004747578,0.000732157,0.000377518,0,0,0.062976903,0.000846556,0,0.01909327,0,0,0,0,0,0,0.006761008,0,0,0,0,0,0,0,0,0,0,0.117007768,0.000400398,0,0.036882386,0,0,0,0,0,0,0,0,0,0,0.002493908,0,0,0,0,0,0,0,0,0,0.000148719,0,0,0.003180305,0.006989807,0,0.009518035,0,0,0,0,0,0,0,0,0.027432991,0.00010296,0,0,0,0.000171599,0,0,0,0,0,0,0.000228799,0,0.000285999,0.000148719,0.000114399,0,0.003763742,0,0,0.146671548,0,0.000755036,0,0,0,0,0,0,0,0,0.000766476,0,0.000148719,0.003226065,0,0.000755036,0.001006715,0,0.002791347,0.030990814,0,0.001887591,0,0.013819455,0,0.001876151,0,0,0.034880395,0,0,0,0,0,0,0.000366078,2.28799E-05,0,0,0,9.15196E-05,0,0,0.001327034,0.179916031,0,0.000114399,0.000285999,0,0,0,0,0.008007962,0.023692128,0.000903756,0,0,0,0.070584467,0,0.125233089,0,0,0.000892316,0.000251679,0,0,0,0,0,0,9.15196E-05,0,0,0,0.000171599,0,0,0,0,0.022879892,0,0,6.86397E-05,0,0,0.007802043,0,0.008362601,0,0,5.71997E-05,0,0,0,0,0,0,0,0.002905746,0,0,0,0,0,0.000594877,6.86397E-05,0,0,0,0,0,0,0,0,0,4.57598E-05,0,0.000137279,0,0.000434718,0,0,0.000331758,0,0,0.000354638,0,0
sample316,0.006040967,0.000600096,0.000213367,0,0,0.00156025,0.00085347,0,0.02256361,0,0,0,0,0,0,0.001346882,0,0,0,0,0,0,0,0,0,0,0.109004107,0.01156185,0,0.009161466,0,0,0,0.000133355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200032,0,0,0.010415,0.009294821,0,0.006614392,0,0,0,0,0,0,0,0,0.00700112,0,0,0,0,0.000306716,0,0,0,0,0,0,0,0,0.000200032,0,0,0,0.001213527,0,0,0.157438523,0,0.00014669,0,0,0,0,0,0,0,0,0.000920147,0,8.00128E-05,0.007054462,0,0.000533419,0.001320211,0,0.001906972,0.019736491,0,0.000546754,0,0.135701712,0,0.002587081,0,0,0.012948738,0,0,0,0,0,0,0.00014669,5.33419E-05,0,0,0,8.00128E-05,0,0,0.000200032,0.267349443,0,0,0.00014669,8.00128E-05,0,0,0,0.007627887,0.015015736,4.00064E-05,0,0,0,0.063503494,0,0.075572092,0.000106684,0,0.001213527,0.00014669,0,0,0,0,0,0.000160026,0,0,0,0,0,0,0,0,0,0.014829039,0,0,0,0,0,0.004774097,0,0.005934283,0,0,4.00064E-05,0,0,0.000200032,0,0,0.001946978,0,0.000493412,0,0,0,0,0,0.000373393,0.000106684,0,0,0,0,0,0,0,0,0,0,0,0.000200032,0,0,0.000253374,0,0.000200032,0,0,0,0,0
sample317,0.007265609,0.000696702,0.000751996,0,0,0.00026541,0.000685644,7.74114E-05,0.01891049,0,0,0,0,0,0,0.004246566,0,0,0,0.000132705,0,0,0,4.42351E-05,0,3.31763E-05,0.107889324,0.001282817,0,0.006624201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000320704,0,6.63526E-05,0.001194347,0.004545153,0,0.009997125,0,0,0,0,0,0,0,0,0.006447261,0.000121646,0,0,0,0.000165881,0,0,0,0,0,0,0,0,0.000121646,0.000121646,0.000243293,0,0.000928936,0,0,0.047442107,0,0,0,0,0,0,0,0,0,0,0.00161458,0,0.000143764,0.006801141,0,0.000906819,0.000353881,0,0.001094818,0.027293035,0,0.00098423,7.74114E-05,0.207274456,0,0.000707761,0,0,0.003085396,0,0,0,0,0,3.31763E-05,0.000420233,0,0,0,0,5.52938E-05,0,0,0.002919514,0.364032469,0,4.42351E-05,0.000243293,6.63526E-05,0,0,0,0.007984429,0.011711233,0.000121646,0,0,0,0.086944021,0,0.025435162,0,0,0.000652467,7.74114E-05,0,0,0,0,0,0.000221175,0,0,0,0,0,0,0,0,0,0.005783735,0,0,0,0,0,0.004545153,0,0.010915002,0,0,0,0,0,0.000254352,0,0,0.003461394,0,0.000685644,0,0,0,0,0,0.000464468,0.000154823,0,0,0,0,0,0,0,0,0,0,0,0.000154823,0,0.000420233,0.000608232,0,0,0,0,0.00063035,0,0
sample318,0.003004309,0.000415069,0,0,0,0.00057319,0.000830138,0,0.026505119,0,0,0,0,0,0,0.00049413,0,0,0,0,0,0,0,0,0,0,0.12880974,0.002747361,0,0.010851089,0,0,0,0,0,0,0,0,0,0,9.88259E-05,0,0,0,0,0,0,0,0,0,0.000197652,0,0,0.026346998,0.003735621,0,0.003636795,0,0,0,0,0,0,0,0,0.006502747,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000217417,0,0,0,0.000751077,0,0,0.047100447,0,7.90608E-05,0,0,0,0,0,0,0,0,0.00102779,0,0,0.003518204,0,0.000296478,0.00057319,0,0.001936989,0.015851682,0,0.000731312,0,0.145531091,0,0.000889434,0,0,0.004229751,0,0,0,0,0,0,0,0,0,0.000237182,0,0,0,0,0,0.417500099,0,0,0.000336008,0,0,0,0,0.006067913,0.014527414,9.88259E-05,0,0,0,0.071727873,0,0.028857177,0,0,0.000830138,0.000118591,0,0,0,0,0,0.000276713,0,0,0,0,0,0,0,0,0,0.009605882,0,0,9.88259E-05,0,0,0.001719571,0,0.004763411,0,0,0,0,0,0,0,0,0.002964778,0,0.000632486,0,0,0,0,0,0.000296478,0,0,0,0,0,0,0,0,0,0,0.000138356,0.000474365,0,0,0.000375539,0.000652251,0,0,0,0,0.000217417,0,0
sample319,0.002322527,0.000401274,9.72786E-05,0,0,0.002188769,0.001045745,0,0.032746419,0,0,0,0,0,0,0.001471339,0,0,0,0,0,0,0,0,2.43197E-05,0,0.153809674,0.007162139,0,0.005009849,0,0,0,0.000145918,0,0,0,0,0,0,8.51188E-05,0,0,0,0,0,0,0,0,0,0.000121598,0,0,0.004742333,0.00781877,0,0.004365379,0,0,0,0,0,0,0,0,0.001641577,0,0,0,0,0.000182397,0,0,0,0,0,0,0,0,0,0,0.000547192,0,0.001738856,0,0,0.116187164,0,0.000449914,0,0,0,0,0,0,0,0,0.000984946,0,0.000133758,0.00425594,0,0.000255356,0.000449914,0,0.001179503,0.011284321,0,0.000389115,0,0.088608672,0,0.001337581,0,0,0.021085143,0,0,0,0,0,0,0.000145918,0,0,0,0,0,0,0,0.000194557,0.337277171,0,7.2959E-05,0.000352635,0.000182397,0,0,4.86393E-05,0.002638683,0.009290109,7.2959E-05,0,0.000121598,0,0.102799193,0,0.049551302,0.000121598,0,0.001264622,0,0,0,0,0,0,0.000194557,0,0,0,0,0,0,0,0,0,0.011758554,0,0,7.2959E-05,0,0,0.001592938,0,0.003064277,0,0,8.51188E-05,0,0,0.000194557,0,0,0.003100756,0,0.000328315,0,0,0,0,0,9.72786E-05,0.000218877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000376955,0.000206717,0,0.000206717,0,0,9.72786E-05,0,0
sample320,0.000372439,0.000387337,0,0,0,0.000819367,0.000849162,0,0.038227188,0,0,0,0,0,0,0.002085661,0.000134078,0,0,0.000223464,0,0,0,0,0,8.93855E-05,0.100171322,0.002696462,0,0.003337058,0,0,0,0,0,0,0,0,0,0,0.008387337,0,0,0,0,0,0,0,0,0,0.000208566,0,0,0.010145251,0.008685289,0,0.008223464,0,0,0,0,0,0,0,0,0.003828678,0,0,0,0,0,0,0,0,0,0,0,0,8.93855E-05,8.93855E-05,0,0.000134078,0,0.001564246,0,0,0.090249534,0,0.000640596,0,0,0,0,0,0,0,0,0.000238361,0,0,0.002756052,0,0.000357542,0.000655493,0,0.00141527,0.00947486,0,0.000878957,0,0.191791434,0,0.000953445,0,0,0.002696462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148976,0.288357542,0,4.46927E-05,0.000253259,0.000134078,0,0,4.46927E-05,0.002726257,0.018517691,0,0,0,0,0.114324022,0,0.051396648,5.95903E-05,0,0.001176909,0.000148976,0,0,0,0,0,4.46927E-05,0,0,0,0,0.000163873,0,0,0,0,0.013094972,0,0,0,0,0,0.002964618,0,0.006897579,0,0,0.000163873,0,0,0.000178771,0.000208566,0,0.002368715,0,0.000581006,0,0,0,0,0,0.000700186,0.000104283,0,0,0,0,0,0,0,0,0,4.46927E-05,0.000566108,0,0,0.000104283,0.00055121,0,0.001072626,0,0,0,0,0
sample321,0.000174444,0.000164753,0,0,0,0.144177933,0.000242283,0,0.013160828,0,0,0,0,0,0,0.000959442,0,0,0,0,0,0,0,0,0,0,0.172738286,0.000387653,0,0.004428938,0,0,0,7.75306E-05,0,0,0,0,0,0,0.000368271,0,0,0,0,0,0,0,0,0,0,0,0,0.03138053,0.002529437,0,0.001288947,0,0,0,0,0,0,0,0,0.001841353,0,0,0,0,0,0,0,0,0,0,0,5.8148E-05,0.00014537,0,8.7222E-05,0,0,0.000765615,0,0,0.031438678,0,8.7222E-05,0,0,0,4.84567E-05,0,0,0,0,0.000377962,0,0,0.001628144,0,0.000193827,0,0,0.001589378,0.033134661,0,0.000533023,0,0.023491787,0.000222901,0.000494258,0,0,0.010360033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000261666,0.43844551,0,3.87653E-05,7.75306E-05,0,0,0,0,0.001695983,0.006221835,0.000116296,0,0,0,0.005194553,0,0.061617483,0,0,0.001211416,0,0,0,0,0,0,0.000106605,0,0,0,0,0.001133886,0,0,0,0,0.001201725,0,0,7.75306E-05,0,0,0.001792896,6.78393E-05,0.001172651,0,0,0,0,0,0.000174444,0,0,0.000329505,0,0.000358579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125987,0,0
sample322,0.000161825,0.000188796,0,0,0,0.228672762,0.000256224,0,0.028939774,0,0,0,0,0,0,0.00059336,0,0,0,0,0,0,0,0,0,0,0.229778569,0.001200205,0,5.39418E-05,0,0,0,9.43981E-05,0,0,0,0,0,0,0.003034226,0,0,0,0,0,0,0,0,0,0,0,0,0.014348518,0.000795642,0,0.000566389,0,0,0,0,0,0,0,0,0.000566389,9.43981E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43981E-05,0,0,0.000849583,0,0,0.046443887,0,0,0,0,0,0,0,0,0,0,0.000229253,0,0,0.001726137,0,0,0,0,0,0.002629663,0,8.09127E-05,0,0.014496858,0.000161825,9.43981E-05,0,0,0.004854762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74272E-05,0.364417294,0,0,0,0,0,0,0,0.000471991,0.000701243,0,0,0,0,0.003384848,0,0.048992637,0,0,0,0,0,0,0,0,0,0.000107884,0,0,0,0,0,0,0,0,0,6.74272E-05,0,0,0,0,0,6.74272E-05,0,0.000134854,0,0,0,0,0,0,0,0,0,0,0.000107884,0,0,0,0,0,0,8.09127E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391078,0,0
