Diet,Bacteria,R,Pvalue,Pvalue_corrected
Resistant starch,Proteus,-0.01716666666666661,0.768367,1.0
Resistant starch,RF39,0.07433333333333333,0.124298,0.22462133644859814
Resistant starch,Rikenella,0.47700000000000004,6e-06,9.65e-05
Resistant starch,Rikenella-sp.-Marseille-P3215,0.0,1.0,1.0
Resistant starch,Rikenellaceae,0.34083333333333327,1.8e-05,0.00017370000000000002
Resistant starch,Rikenellaceae-RC9-gut-group,0.5773333333333333,1e-06,2.7571428571428574e-05
Resistant starch,Rikenellaceae-bacterium-DTU002,0.0,1.0,1.0
Resistant starch,Romboutsia,0.0,1.0,1.0
Resistant starch,Roseburia,0.1,0.08199,0.15363174757281553
Resistant starch,Ruminiclostridium,0.0,1.0,1.0
Resistant starch,Ruminococcaceae,-0.08466666666666656,0.921598,1.0
Resistant starch,Ruminococcus-sp.-N15.MGS-57,0.274,0.000399,0.0016740652173913044
Resistant starch,Sphingobium,-0.00249999999999997,0.561343,0.7798116402877697
Resistant starch,Sphingopyxis,0.0,1.0,1.0
Resistant starch,Streptococcus,0.050499999999999996,0.250112,0.3830533307086614
Resistant starch,Subdoligranulum,0.0,1.0,1.0
Resistant starch,Tannerellaceae,0.3111666666666667,1.6e-05,0.00016252631578947367
Resistant starch,Turicibacter,0.3443333333333334,0.000618,0.00238548
Resistant starch,Tuzzerella,0.02000000000000006,0.346923,0.5111155648854961
Resistant starch,UBA1819,0.5223333333333333,2.2e-05,0.000193
Resistant starch,UCG-005,0.18049999999999994,0.029239,0.06966823456790124
Resistant starch,UCG-009,0.09633333333333323,0.065167,0.1245270396039604
Resistant starch,UCG-010,0.13733333333333334,0.064347,0.12418971000000001
Resistant starch,Vagococcus,0.0,1.0,1.0
Resistant starch,Veillonella,0.0,1.0,1.0
Resistant starch,[Acetivibrio]-ethanolgignens-group,0.29,0.00028,0.0012281818181818182
Resistant starch,[Clostridium]-aldenense,0.0,1.0,1.0
Resistant starch,[Clostridium]-leptum,0.05200000000000012,0.225357,0.354955243902439
Resistant starch,[Clostridium]-methylpentosum-group,0.02999999999999994,0.210234,0.336952479338843
Resistant starch,[Eubacterium]-brachy-group,0.08849999999999998,0.067958,0.1285871960784314
Resistant starch,[Eubacterium]-coprostanoligenes-group,0.08666666666666668,0.060084,0.11832869387755102
Resistant starch,[Eubacterium]-fissicatena-group,0.22816666666666663,0.00111,0.004119807692307693
Resistant starch,[Eubacterium]-hallii-group,0.0,1.0,1.0
Resistant starch,[Eubacterium]-nodatum-group,-0.08333333333333338,0.871211,1.0
Resistant starch,[Eubacterium]-ventriosum-group,0.29500000000000004,0.000253,0.0012191951219512195
Resistant starch,[Eubacterium]-xylanophilum-group,0.05716666666666658,0.230802,0.3592321451612904
Resistant starch,[Ruminococcus]-torques-group,0.07749999999999997,0.035265,0.07325906451612903
Resistant starch,gut-metagenome,0.23733333333333334,0.001512,0.005211000000000001
Resistant starch,metagenome,0.0,1.0,1.0
Resistant starch,mouse-gut-metagenome,0.15466666666666662,0.020423,0.051190116883116886
