,Variable,pRelabIDVL,log10_pRelabIDVL,pAbsabIDVL,log10_pAbsabIDVL,meanAbsab_rs,log10_meanAbsab_rs,meanAbsab_cellulose,log10_meanAbsab_cellulose,MeanAreaRatio,log10_MeanAreaRatio,pAbsabAreaRatio,log10_pAbsabAreaRatio
127,Enterobacteriaceae,0.002520976,-2.598431356,0.063614815,-1.196441733,7918.649481555748,3.898651119377289,6226.157708376656,3.7942201171512306,1.2718356733723621,0.1044310022260581,0.6979591836734694,-0.1561699739723786
128,Enterococcus,0.0009306119999999999,-3.031231237,0.122278571,-0.912649644,4515.649621938961,3.6547202368043443,3739.8273736683686,3.5728515561059577,1.207448678977285,0.08186868069838663,0.7448,-0.12796033202671378
129,Enterorhabdus,0.08970491800000001,-1.047183746,0.05937277,-1.226412689,2217.834259501712,3.345929087857625,5487.112720968709,3.739343881936898,0.40418966627501135,-0.39341479407927327,0.12643636363636362,-0.8981280031470043
130,Erysipelatoclostridium,3.49e-06,-5.456645668999999,5.73e-05,-4.242032155,8230.05757770172,3.915402873558645,14194.593057052096,4.152122946308155,0.579802291240248,-0.23672007274951007,0.4523151515151515,-0.34455886414616527
131,Erysipelatoclostridium-ramosum,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,15.45945418244624,1.1891941564816408,125.17536062742833,2.0975188512654865,0.12350237382946094,-0.9083246947838459,0.7163125827814569,-0.14489741993650948
132,Erysipelotrichaceae,3.49e-06,-5.456645668999999,1.4000000000000001e-05,-4.852918518,73566.05940287087,4.866677493497669,10247.312412574955,4.010609976861264,7.179058902565958,0.8560675166364041,0.21066666666666667,-0.6764041764372775
133,Erysipelotrichaceae-UCG-003,0.000690909,-3.160579093,0.204772294,-0.688728804,778.2691187970789,2.8911297982733886,179.5187479362814,2.254109810575063,4.335308304809026,0.6370199876983254,0.3044222222222222,-0.5165236481030857
134,Escherichia-Shigella,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,122887.42924165244,5.089507459044231,936356.8927299564,5.971441411773369,0.13123994728481478,-0.8819339527291372,0.026434782608695653,-1.577824256744858
135,Ethanoligenenaceae,0.000394504,-3.4039487910000004,0.046554589,-1.3320375,65.08214601901435,1.8134618649293859,71.00736778687276,1.8513034138341524,0.9165548315261755,-0.03784154890476655,1.0,0.0
136,Eubacterium-plexicaudatum,5.79e-05,-4.23728572,0.00047820199999999995,-3.320388387,5661.218511798808,3.7529099181131724,7769.195072235574,3.890376026034544,0.7286750376535212,-0.13746610792137165,0.7901145539906103,-0.10230993838128263
137,Eubacterium-sp.-14-2,0.9761529409999999,-0.010482133000000001,0.579243243,-0.237139023,13929.704490393011,4.143941903247153,8120.3057561188425,3.9095723821593076,1.7154162550956469,0.23436952108784598,0.7158186666666667,-0.1451969805413965
138,Faecalibacterium,0.7613818179999999,-0.118397498,0.450015748,-0.346772288,761.1450456554123,2.8814674248722594,364.27061386558245,2.5614241376136415,2.089504386802605,0.32004328725861797,0.4523151515151515,-0.34455886414616527
139,Faecalibaculum,0.003215385,-2.492767071,0.000838621,-3.0764344269999997,11712518.123856792,7.0686502759201595,3524703.423634924,6.547122580363592,3.3229797563444397,0.5215276955565675,2.7636363636363633e-05,-4.5585191015494715
140,Faecalibaculum-rodentium,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,6170.237566075314,3.7903018855323305,0.0,-inf,inf,inf,0.13613913043478262,-0.8660170277036668
141,Faecalitalea,0.009819469,-2.007911995,0.009859459000000001,-2.006146894,59.60587750268818,1.775289085933716,3.000521495698925,0.47719674239356275,19.865172633533795,1.2980923435401532,1.0,0.0
142,Family-XIII-AD3011-group,5.79e-05,-4.23728572,0.019117526,-1.718568316,37560.333083347134,4.574729434915113,51923.90010500596,4.7153673057196865,0.72337272445615,-0.1406378708045733,0.4433333333333334,-0.3532696137525766
143,Family-XIII-UCG-001,3.49e-06,-5.456645668999999,1.0,0.0,46.212015104838706,1.6647549066236804,166.61386684224013,2.2217111437841504,0.27735995797153534,-0.5569562371604702,0.5490707692307693,-0.26037167612250617
144,Firmicutes,1.0,0.0,1.0,0.0,6.231701831317205,0.7946066654425094,4.357366929032258,0.6392241329318996,1.4301531022775775,0.15538253251060977,1.0,0.0
145,Flavobacterium,0.00044058,-3.3559755069999997,0.015040000000000001,-1.822752164,569.9359462180197,2.755826049063347,324.141522120466,2.5107346671715334,1.7582935456390099,0.2450913818918136,0.7215587096774194,-0.1417283267304107
146,Flavonifractor,5.79e-05,-4.23728572,4.9e-06,-5.3095181060000005,1129.0485945164874,3.052712634463663,2848.6139494777776,3.454633596669513,0.39635015995181455,-0.40192096220585005,0.6589521126760564,-0.18114614527884282
147,Frisingicoccus,0.000164324,-3.784298145,0.002366467,-2.625899535,6045.23096246577,3.781412898051755,153.35679388370073,2.185703020493559,39.41938801257293,1.595709877558196,0.056329411764705885,-1.2492647839799196
148,Fusicatenibacter,1.0,0.0,1.0,0.0,11.610402053203405,1.0648472590550584,0.0,-inf,inf,inf,0.7448,-0.12796033202671378
149,Fusobacterium,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,0.0,-inf,7.124662024946237,0.8527642673918098,0.0,-inf,1.0,0.0
150,GCA-900066575,1.0,0.0,0.29880975600000004,-0.524605227,415590.4143075852,5.6186655218944495,207219.2757209909,5.316430151410523,2.005558666594098,0.3022353704839261,0.05573333333333333,-1.2538849816166648
151,Gastranaerophilales,0.074986667,-1.125015951,0.082315982,-1.084515838,377313.1403396864,5.576701930241129,65775.83002995237,4.818066337185771,5.736349357626794,0.7586355930553592,0.056329411764705885,-1.2492647839799196
152,Harryflintia,2.26e-05,-4.64515623,0.006148315,-2.211243918,25178.951272179398,4.401037637360784,25622.90789827285,4.40862841551444,0.9826734487804416,-0.007590778153655535,1.0,0.0
153,Helicobacter,1.0,0.0,4.9e-06,-5.3095181060000005,47047.49373141657,4.672536493063869,38935.355228223474,4.590344141352792,1.2083489018051328,0.08219235171107755,0.9271394422310756,-0.032854942838004615
154,Helicobacter-ganmani,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,1756699.4432778966,6.244697463662863,3082490.918077999,6.488901805710779,0.56989606456756,-0.24420434204791677,0.7448,-0.12796033202671378
155,Helicobacter-hepaticus,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,44535.82825917154,4.648709533558494,68430.35637652563,4.835248801752201,0.6508197621260544,-0.18653926819370703,0.7448,-0.12796033202671378
156,Helicobacter-mastomyrinus,0.006846847,-2.164509387,0.150923894,-0.8212419990000001,339582.1814205885,5.53094489384006,160847.82720965327,5.2064151986714275,2.1112015456569906,0.3245296951686322,0.4433333333333334,-0.3532696137525766
157,Holdemanella,0.000394504,-3.4039487910000004,0.0005116830000000001,-3.2909988689999996,0.0,-inf,8.306710266129032,0.919429062756582,0.0,-inf,1.0,0.0
158,Incertae-Sedis,3.49e-06,-5.456645668999999,0.000118442,-3.9264958869999997,278837.3975949261,5.445351020788622,258678.23472495013,5.412759888567684,1.0779314227631522,0.03259113222093813,0.9271394422310756,-0.032854942838004615
159,Intestinimonas,0.022144828,-1.6547276969999998,0.006453631,-2.190195851,139903.57597872103,5.145828815335129,137849.7488448,5.139405979180154,1.0148990270285756,0.006422836154974558,1.0,0.0
160,Klebsiella,6.68e-06,-5.175137813,4.9e-06,-5.3095181060000005,124.90524628709679,2.09658068005297,764.5952178222221,2.8834315773870176,0.163361270611738,-0.7868508973340477,0.7314536585365854,-0.13581318352277175
161,Lachnoclostridium,5.79e-05,-4.23728572,0.059386047000000004,-1.226315586,404870.626262514,5.607316269445982,368548.92147050996,5.5664951446089095,1.0985532792962205,0.040821124837072044,0.8986443514644351,-0.04641215115480654
162,Lachnospiraceae,5.79e-05,-4.23728572,0.0005577980000000001,-3.253522919,5066222.9002997,6.704684293674146,4224784.52261218,6.625804563456854,1.1991671701086568,0.0788797302172909,0.7158186666666667,-0.1451969805413965
163,Lachnospiraceae-AC2044-group,0.007871429000000001,-2.1039464409999997,0.031927638,-1.4958332069999998,1556.7729860300628,3.1922252868760577,10.934153438709675,1.0387851640422183,142.37709345825456,2.1534401228338393,0.07394594594594593,-1.1310856310189166
164,Lachnospiraceae-FCS020-group,3.49e-06,-5.456645668999999,0.005066667,-2.2952776669999997,137897.65905410558,5.139556893670312,154983.86319469902,5.190286482103676,0.8897549474610216,-0.05072958843336367,0.801227397260274,-0.09624420880990797
165,Lachnospiraceae-NC2004-group,1.0,0.0,1.0,0.0,87.7747631048387,1.9433696660223199,0.0,-inf,inf,inf,1.0,0.0
166,Lachnospiraceae-NK4A136-group,0.00013945,-3.85558291,8.22e-05,-4.08532814,11589383.945847306,7.064060350887672,2700308.153888616,6.431413327824517,4.291874588149451,0.632647023063155,0.0032,-2.494850021680094
167,Lachnospiraceae-UCG-001,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,1804.243664194982,3.256295188898458,4566.0583568077955,3.659541457718748,0.39514248903650845,-0.40324626882029013,0.415816091954023,-0.381098707617334
168,Lachnospiraceae-UCG-006,0.0018059410000000001,-2.74329654,0.075721101,-1.12078308,382226.9371720684,5.582321290392856,334946.438688258,5.524975364523715,1.1411583854092426,0.05734592586914134,0.7835169811320756,-0.10595158664652149
169,Lachnospiraceae-UCG-010,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,108.15012489141577,2.0340270252972683,189.20196912592294,2.276925652023873,0.5716120471211201,-0.24289862672660464,0.7215587096774194,-0.1417283267304107
170,Lachnospiraceae-bacterium-10-1,6.68e-06,-5.175137813,0.011604301000000001,-1.935381012,5852952.716992104,6.76737501568562,654977.3426441333,5.816226276885187,8.936114787366272,0.9511487388004335,0.012436363636363636,-1.9053065877741275
171,Lachnospiraceae-bacterium-28-4,0.017897835,-1.7471994880000001,0.053019905,-1.275561053,4583165.178973973,6.661165509661153,4758271.534086218,6.677449221726147,0.9631995875271391,-0.016283712064994217,1.0,0.0
172,Lachnospiraceae-bacterium-3-2,0.913371429,-0.039352578,1.0,0.0,23.352491024731183,1.3683332138354416,4.97506034139785,0.6967983525746473,4.6939111130800475,0.6715348612607943,0.634463309352518,-0.1975934878426772
173,Lachnospiraceae-bacterium-595,0.904313962,-0.043680764000000004,0.120504505,-0.918996719,175688.36780867277,5.24474300814447,86631.54309018064,4.937676050167007,2.0279953645266002,0.3070669579774624,0.4433333333333334,-0.3532696137525766
174,Lachnospiraceae-bacterium-A4,0.010445815,-1.9810576709999999,0.00219759,-2.6580532580000003,18602.456970029747,4.2695703086295484,1525.275806544624,3.1833483816697448,12.196126687521486,1.0862219269598032,0.21589152542372883,-0.6657644050670951
175,Lachnospiraceae-bacterium-COE1,1.0,0.0,0.406463745,-0.390978186,3425.5131465252684,3.5347256386054897,2367.4728692108774,3.374285010771607,1.446907033687383,0.1604406278338826,0.9548472440944882,-0.020066101037363563
176,Lachnospiraceae-bacterium-DW59,0.005830136999999999,-2.234321241,4.9e-06,-5.3095181060000005,275343.09025683266,5.439874182320907,284977.267748253,5.454810218305906,0.9661931719412401,-0.014936035984998595,1.0,0.0
177,Lactobacillales,1.0,0.0,1.0,0.0,31.025996321559138,1.4917257366657803,10.437157881935482,1.0185822530499633,2.972647982575658,0.47314348361581704,0.7448,-0.12796033202671378
178,Lactobacillus,0.000690909,-3.160579093,0.00038883699999999995,-3.4102321819999997,591616.3418809946,5.772040161759469,584080.5142176932,5.766472717780712,1.0129020357294314,0.005567443978758078,1.0,0.0
179,Lactobacillus-intestinalis,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,1658.4676924535484,3.2197070157253767,34035.110076707075,4.53192715954262,0.04872814245982326,-1.3122201438172432,0.0032,-2.494850021680094
180,Lactobacillus-mucosae-LM1,1.0,0.0,0.977511439,-0.009878152,105.69854434560932,2.0240690063516786,8.459478761290322,0.9273436044019955,12.494687595797823,1.096725401949683,0.5490707692307693,-0.26037167612250617
181,Lactobacillus-murinus,3.49e-06,-5.456645668999999,8.22e-05,-4.08532814,1598.0386808642475,3.203587287294985,12874.526873737224,4.109731278109295,0.12412407046383118,-0.90614399081431,0.056329411764705885,-1.2492647839799196
182,Lactococcus,0.190980645,-0.719010644,0.18107248899999998,-0.742147528,1152.406610672285,3.0616057409050264,926.552284202084,2.9668699310481026,1.2437577785097138,0.0947358098569236,0.8313739130434783,-0.08020360696357019
183,Lactococcus-raffinolactis,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,0.0,-inf,13.770460234493726,1.1389484554320024,0.0,-inf,0.7448,-0.12796033202671378
184,Leuconostoc,5.79e-05,-4.23728572,0.226630043,-0.644682519,115.63557505707885,2.0630914644837324,234.0673526103405,2.369340843128764,0.49402692758088795,-0.30624937864503143,0.5737432835820896,-0.2412823854116491
185,Lysinibacillus,0.744395437,-0.12819629800000001,1.0,0.0,1579.9933145654477,3.1986552493256393,511.88655206765236,2.7091737202134065,3.086608366997364,0.4894815291122328,0.15510204081632653,-0.8093824877477223
186,Lysobacter,1.0,0.0,1.0,0.0,166.61512760640682,2.221714430070336,0.0,-inf,inf,inf,0.5490707692307693,-0.26037167612250617
187,Malacoplasma-muris,0.014868122,-1.827743876,0.706421456,-0.150936119,4717.314975374956,3.673694875079785,2295.4258446146237,3.360863267132589,2.0550936055906175,0.31283160794719606,0.09821538461538461,-1.0078204783001825
188,Marvinbryantia,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,25508.707611683807,4.406688455813538,39973.46797877003,4.601771827987598,0.6381409695358812,-0.19508337217405977,0.6763475862068965,-0.16983005557327846
189,Megamonas,1.0,0.0,0.977511439,-0.009878152,743.5952943131003,2.8713366327669934,518.700883529319,2.7149169877498625,1.4335724459414179,0.15641964501713088,0.72637,-0.13884210102814296
190,Megasphaera,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,92.72888581792112,1.967215041557628,26.24085273118279,1.4189779439059809,3.533760383774747,0.548237097651647,0.7835169811320756,-0.10595158664652149
191,Methyloprofundus,3.49e-06,-5.456645668999999,0.000838621,-3.0764344269999997,805.7052722617206,2.9061762055289697,741.2861286173926,2.869985873423661,1.086901860371351,0.036190332105308434,1.0,0.0
192,Micrococcaceae,0.088322634,-1.053927989,0.291914754,-0.534743954,465.66675807980283,2.6680752366491007,19.84135846408602,1.2975714033655044,23.469499778590563,1.3705038332835964,0.24740923076923077,-0.606584100998916
193,Monoglobus,3.49e-06,-5.456645668999999,0.000153924,-3.8126935160000004,6548.954227980009,3.8161719550638336,9566.205593049146,3.980739710318852,0.6845926699232256,-0.1645677552550183,0.415816091954023,-0.381098707617334
194,Morganella,0.245963636,-0.609129095,0.046554589,-1.3320375,535.1737497598566,2.7284948031640432,0.0,-inf,inf,inf,1.0,0.0
195,Mucilaginibacter,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,0.0,-inf,0.0,-inf,,,2.7636363636363633e-05,-4.5585191015494715
196,Mucispirillum,0.378284825,-0.42218108,0.266,-0.575118363,225.13957912258064,2.352451849880796,60.64654790967743,1.7828060852282088,3.712323073324589,0.5696457646525867,0.7448,-0.12796033202671378
197,Mucispirillum-schaedleri,0.004524651,-2.344414898,0.582627692,-0.234608877,1696836.4422642768,6.229639982774141,1520630.1522320802,6.182023597763375,1.1158771511754844,0.04761638501076663,0.8962847457627119,-0.047553994949782685
198,Muribaculaceae,0.0007794869999999999,-3.1081910230000003,0.000635636,-3.1967912660000004,49551796.323204055,7.695059402900297,15214397.709388953,7.182254764668802,3.2569016052883355,0.5128046382314948,0.0003546666666666667,-3.450179626760633
199,Muribaculum,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,303571.2905699901,5.482260696944809,125660.36858207185,5.099198329237354,2.4158077363247608,0.383062367707454,0.23275,-0.6331103103466198
200,Muribaculum-intestinale,0.0116,-1.935542011,0.501246512,-0.299948637,300.5277332146864,2.4778845556277718,339.20895366129037,2.530467307247325,0.8859663931948323,-0.05258275161955359,1.0,0.0
201,NK4A214-group,0.00044058,-3.3559755069999997,0.0046222220000000005,-2.335149179,34217.84045861075,4.534252597066461,26080.937490217617,4.416323198237441,1.3119865983132357,0.11792939882901927,0.5490707692307693,-0.26037167612250617
202,Negativibacillus,0.000164324,-3.784298145,0.223413793,-0.650890018,65419.810869678855,4.815709284234491,98238.17329943276,4.992280278335445,0.6659306527440957,-0.1765709941009549,0.5485451327433628,-0.260787634096526
203,Nostoc-PCC-73102,3.49e-06,-5.456645668999999,0.000219759,-3.6580532580000003,612.7798035549195,2.7873044430651563,122.82858501465053,2.0892994488040797,4.988902245204806,0.698004994261077,0.5490707692307693,-0.26037167612250617
204,Nostocaceae,1.0,0.0,1.0,0.0,182.92958736827956,2.26228395474684,49.82816063763441,1.6974748558712502,3.6712089113342823,0.5648090988755896,0.8984605042016807,-0.04650100946683444
205,Odoribacter,3.49e-06,-5.456645668999999,0.00041931,-3.377464423,516830.72850668663,5.713348327015199,853729.1686956221,5.931320119874461,0.6053801925220983,-0.2179717928592623,0.5490707692307693,-0.26037167612250617
206,Oscillibacter,0.00044058,-3.3559755069999997,0.0005577980000000001,-3.253522919,1242302.6417553085,6.094227408749798,1129234.707809907,6.052784218021351,1.1001279301489866,0.04144319072844685,0.8329073593073594,-0.07940330060884396
207,Oscillospiraceae,0.0016719999999999999,-2.776763727,0.00114,-2.943095149,3412431.1595759867,6.533063898930031,2941776.7428484964,6.468609710190265,1.1599898489481428,0.06445418873976626,0.7448,-0.12796033202671378
208,Oscillospirales,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,19059.546779086908,4.2801125692465956,18074.499952015314,4.25706629096881,1.0544992575001646,0.023046278277786037,1.0,0.0
209,Oxalobacter-formigenes,1.0,0.0,1.0,0.0,372.6274755842741,2.5712748743248692,10.207070483637994,1.0089011137470694,36.50679949566319,1.5623737605778,0.7448,-0.12796033202671378
210,Paenarthrobacter,0.017314783,-1.761582957,0.000118442,-3.9264958869999997,1828.0307410302776,3.2619834947608113,1193.864211278405,3.0769549334549198,1.531188156710719,0.18502856130589146,0.5872117647058823,-0.23120525197539352
211,Paludicola,3.49e-06,-5.456645668999999,0.000253333,-3.596307662,2335.0319684301344,3.368292830776976,4474.221952723028,3.6507175243408376,0.521885591082272,-0.282424693563862,0.3384,-0.4705696456330141
212,Parabacteroides,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,542333.2672014443,5.734266245259514,2059096.5863302946,6.313676718607567,0.26338408348681996,-0.5794104733480528,0.033907692307692305,-1.4697017664631082
213,Parabacteroides-distasonis,0.18326504100000002,-0.736920372,0.0005577980000000001,-3.253522919,257371.8722291973,5.410561081794697,66351.83281406653,4.821852923734618,3.8788962009597223,0.5887081580600785,0.2815304347826087,-0.5504746489701015
214,Parabacteroides-goldsteinii,3.49e-06,-5.456645668999999,0.005066667,-2.2952776669999997,7499776.879937654,6.875048343224599,3915568.583573761,6.5927948353030414,1.9153736474952934,0.28225350792155696,0.23275,-0.6331103103466198
215,Parabacteroides-merdae,0.0007794869999999999,-3.1081910230000003,0.002039024,-2.6905775789999997,23319.476006724057,4.367718787513005,25697.447923030333,4.4098899946161145,0.9074627206783786,-0.0421712071031096,0.9873544401544401,-0.005526916458214637
216,Parabacteroides-sp.,5.79e-05,-4.23728572,0.000838621,-3.0764344269999997,15695.469820883827,4.195774320199392,10198.654998768629,4.008542900670876,1.5389744846530131,0.187231419528516,0.7448,-0.12796033202671378
217,Parabacteroides-sp.-CT06,1.0,0.0,1.0,0.0,4.0169273987903225,0.6038939824437258,18.877560376209676,1.2759458679488176,0.21278848107155993,-0.6720518855050918,0.7825454545454545,-0.10649042683591109
218,Paraprevotella,0.000562963,-3.2495201760000003,0.454688627,-0.34228590799999997,634.3392418548387,2.8023215788006772,2991.449383891577,3.475881658863656,0.21205080228689235,-0.6735600800629788,0.7346070588235294,-0.13394490284427962
219,Parasutterella,0.326770196,-0.485757561,0.001865031,-2.7293140210000004,4087865.4022137024,6.611496587704394,1900393.7667652662,6.278843597276588,2.1510623080877687,0.33265299042780594,0.0032,-2.494850021680094
220,Parasutterella-excrementihominis,0.004015094,-2.396304246,0.00018999999999999998,-3.721246399,1092.2647921398745,3.03832793491168,521.3699519813808,2.71714599793949,2.0949899164478154,0.32118193697218966,0.7347555555555556,-0.13385712150169188
221,Parvibacter,0.000562963,-3.2495201760000003,0.034352,-1.4640479730000002,3841.974303902732,3.584554455863892,1424.2612407141219,3.153589655729807,2.6975207876726137,0.4309648001340852,0.0832,-1.079876673709276
222,Pasteurellaceae-bacterium,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,1266.3304531040053,3.102547051046856,3470.108009992742,3.5403429927775605,0.36492537104245754,-0.43779594173070446,0.5676969696969697,-0.2458834239838473
223,Pedobacter,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,0.0,-inf,0.0,-inf,,,2.7636363636363633e-05,-4.5585191015494715
224,Peptococcaceae,0.000337778,-3.4713689260000002,0.49314241200000003,-0.307027645,928831.7002615293,5.967937029096713,731654.8329804641,5.8643062456951345,1.269494382313921,0.10363078340157782,0.7751999999999999,-0.11058623595729115
225,Peptococcus,6.68e-06,-5.175137813,0.017483938,-1.757360747,19386.12195736831,4.287490940540227,16333.83592735623,4.213088188805949,1.186868904743928,0.07440275173427854,0.7760769230769231,-0.11009523027253873
226,Peptoniphilus,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,0.0,-inf,9.58483847903226,0.9815847986688491,0.0,-inf,1.0,0.0
227,Peptostreptococcaceae,0.001080203,-2.966494603,0.282770248,-0.548566287,4408.543081409902,3.6442950891857224,2263.981508350165,3.354872875319113,1.9472522479313654,0.2894222138666092,0.4928146788990826,-0.30731636482510577
228,Porphyromonas,0.0007794869999999999,-3.1081910230000003,0.000955975,-3.019553536,85.07343503225808,1.929793968780413,23.454257254838712,1.3702216843421198,3.627206528346024,0.5595722844382932,1.0,0.0
229,Prevotella,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,0.0,-inf,78.35105366621863,1.8940448412429955,0.0,-inf,1.0,0.0
230,Prevotellaceae,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,16367.176933847044,4.213973777287192,27537.20334765959,4.439919831623429,0.5943659828926711,-0.22594605433623685,0.7263496855345912,-0.13885424715697736
231,Prevotellaceae-UCG-001,0.007971556,-2.098456923,0.0051818179999999995,-2.2855178290000002,10155.90705154301,4.00671871748854,3671.373172848067,3.5648285301514595,2.7662421043580725,0.4418901873370807,0.050666666666666665,-1.29527766677489
232,Proteus,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,1160.5269356301346,3.06465522480898,6259.0877013652,3.7965110368627895,0.18541471073763777,-0.7318558120538095,0.056329411764705885,-1.2492647839799196
233,Providencia,0.005830136999999999,-2.234321241,0.008306011,-2.080607502,31.778807244498203,1.5021375927815634,22.980484252096776,1.3613591760405879,1.3828606436610948,0.14077841674097555,0.9271394422310756,-0.032854942838004615
234,Providencia-alcalifaciens,0.004925926,-2.307512123,0.000838621,-3.0764344269999997,36.66353137318996,1.5642342931965174,175.42388742697133,2.244088730827991,0.2089996517062303,-0.6798544376314737,0.4433333333333334,-0.3532696137525766
235,Pseudarthrobacter,0.000690909,-3.160579093,0.000838621,-3.0764344269999997,0.0,-inf,9.528201541218639,0.979010934800647,0.0,-inf,1.0,0.0
236,Pseudomonas,0.000394504,-3.4039487910000004,0.0005116830000000001,-3.2909988689999996,55.98750500676523,1.7480911142901707,3.5605111202320785,0.5515123465017978,15.72456962390161,1.1965787677883728,1.0,0.0
237,RF39,0.47466254799999996,-0.32361503399999997,0.387232258,-0.412028471,12976.863412057213,4.113169733492955,13819.997509960313,4.140507964788498,0.9389917330089649,-0.02733823129554317,0.9758754863813228,-0.010605591172615768
238,Rhizobiaceae,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,28.357811677419356,1.4526727140607505,24.728823852150537,1.3932034610168618,1.1467513314408289,0.059469253043888726,1.0,0.0
239,Rhodococcus,1.0,0.0,1.0,0.0,16.476343947580645,1.2168608493791366,5.694714219354838,0.755471934548326,2.8932696730560914,0.4613889148308108,1.0,0.0
240,Rhodospirillales,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,2953.739375188504,3.470372172454965,1449.4301868875446,3.161197302009282,2.03786246616766,0.3091748704456834,0.6423085714285715,-0.19225628240861062
241,Rickettsia,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,0.0,-inf,40.736301405107525,1.6099815953006127,0.0,-inf,0.32021333333333335,-0.49456058849250484
242,Rikenella,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,566482.2318740456,5.753186292451715,1028342.1308312526,6.012137629067872,0.5508694187372581,-0.25895133661615677,0.4433333333333334,-0.3532696137525766
243,Rikenella-sp.-Marseille-P3215,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,19.406620776344084,1.2879499194196753,195.67846107040594,2.2915430241604295,0.09917607012128687,-1.003593104740754,0.5490707692307693,-0.26037167612250617
244,Rikenellaceae,3.49e-06,-5.456645668999999,0.008184615,-2.0870017240000003,29264.04924573961,4.4663344189666425,89007.03696251496,4.9494243436469025,0.3287835461601095,-0.48308992468026035,0.415816091954023,-0.381098707617334
245,Rikenellaceae-RC9-gut-group,3.49e-06,-5.456645668999999,0.039834483,-1.3997408180000002,2317837.563237847,6.365082996829753,3082091.322925547,6.488845502797407,0.7520340315671554,-0.12376250596765304,0.7448,-0.12796033202671378
246,Rikenellaceae-bacterium-DTU002,1.0,0.0,1.0,0.0,0.0,-inf,0.0,-inf,,,2.7636363636363633e-05,-4.5585191015494715
247,Romboutsia,0.000237913,-3.623581747,0.0005116830000000001,-3.2909988689999996,94.10382746456989,1.973607287751782,79.66032256328852,1.9012420606368623,1.1813136632707744,0.07236522711491976,0.9136,-0.039243909098227184
248,Roseburia,3.49e-06,-5.456645668999999,0.075369585,-1.122803875,697523.4746365072,5.843558828051079,578692.9487006563,5.762448190573237,1.2053429650433136,0.0811106374778415,0.7314536585365854,-0.13581318352277175
249,Ruminiclostridium,0.000562963,-3.2495201760000003,0.000690909,-3.160579093,88.42131600920251,1.9465569743934423,894.6339336029121,2.951645367005653,0.09883519134257295,-1.0050883926122107,0.3908571428571428,-0.4079819469661783
250,Ruminococcaceae,0.0018059410000000001,-2.74329654,1.8100000000000003e-05,-4.741141228,1197685.9464123924,6.078342953595302,1018168.6179810658,6.007819707072082,1.1763139476713522,0.07052324652322031,0.634463309352518,-0.1975934878426772
251,Ruminococcus,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,26354.233765857323,4.42085039387302,278.8714833548387,2.4454041067550305,94.5031505151208,1.9754462871179899,0.21736,-0.6628203745901656
252,Ruminococcus-sp.-N15.MGS-57,3.49e-06,-5.456645668999999,4.9e-06,-5.3095181060000005,6085230.184231574,6.7842770108078,117886.35423633693,5.071463536877609,51.61946201196441,1.7128134739301917,0.21066666666666667,-0.6764041764372775
253,Shewanella,1.0,0.0,1.0,0.0,61.09287949750897,1.7859905952647184,0.0,-inf,inf,inf,0.5490707692307693,-0.26037167612250617
254,Sphingobium,0.006846847,-2.164509387,0.49314241200000003,-0.307027645,2984.271350411057,3.4748383096278226,2415.2585179875987,3.382963622427774,1.235590860434088,0.09187468720004857,0.7448,-0.12796033202671378
255,Sphingomonas,0.00021333299999999999,-3.670941281,0.000286118,-3.543455355,146.2087179864785,2.164973269068761,6.00104299139785,0.7782267380575439,24.363884444097515,1.386746531011217,0.5490707692307693,-0.26037167612250617
256,Sphingopyxis,1.0,0.0,1.0,0.0,37.21260339564516,1.5706900543486546,0.0,-inf,inf,inf,0.7263496855345912,-0.13885424715697736
